stringsfile version 1
4199
str_no_string NO_STRING!
str_story_job_merc Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg11?woman:man},_and_the_whole_world_seemed_to_change_around_you._Being_a_slave_your_adult_life_was_full_of_misery_and_ill_fate._Having_to_do_all_the_hard_menial_tasks_for_your_owners_you_developed_a_very_tick_skin_but_also_became_very_fast_and_somewhat_strong._Sometimes_it_happened_that_your_masters_haven't_given_you_any_food_so_you_learnt_how_to_forage_food_from_the_nature_to_quell_hunger._Your_world_was_small_and_monotonous,_where_days_were_all_the_same._Rain_and_sun_punished_you_in_the_long_hours_of_slavering_and_your_back_ached_from_so_much_work,_but_you_managed_to_live_on._The_cold_took_animals_and_people_alike,_but_you_always_lived_to_see_another_dawn,_though_some_of_your_fellow-sufferers_were_not_as_fortunate._When_you_had_some_free_time,_although_that_happened_very_rarely,_it_was_spent_with_practising_throwing_rocks_with_a_simple_sling.^^
str_story_job_noble {reg11?Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_woman,_and_the_whole_world_seemed_to_change_around_you._Your_skills_in_martial_arts_were_noticed_by_your_local_lord_who_was_impressed_to_see_a_woman_so_well_versed_in_handling_weapons._He_hired_you_to_form_a_part_of_his_retinue._You_learned_the_power_systems_and_struggles_of_the_Saxons_and_Britons_who_lay_claim_to_the_land,_and_how_best_to_achieve_such_a_living_for_yourself._Your_lord_saw_to_it_you_were_trained_in_the_most_effective_formations_and_how_to_best_keep_a_rabble_under_order,_as_much_for_his_own_sake_as_for_yours._Weapon_sparring_was_done_almost_on_a_daily_basis_and_you_could_say_you_felt_as_one_with_a_pletora_of_different_one-handed,_two-handed_and_polearm_weapons._When_raids_were_successful_there_was_plenty_of_loot_to_be_divided_amongst_the_warriors._You_witnessed_first-hand_the_brutal_and_often_deceptive_ways_in_which_power_was_won_also_by_listening_to_the_songs_and_poems_sung_in_the_warm_halls._Old_heroes,_Arturus_and_Beowulf_were_all_but_a_heroic_cry_from_a_distant_past_and_the_time_was_ripe_for_a_new_hero_to_emerge.:Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_man,_and_the_whole_world_seemed_to_change_around_you._Your_skills_were_duely_noticed_by_your_local_lord_who_hired_you_to_form_a_part_of_his_retinue,_you_learned_the_power_systems_and_struggles_of_the_Saxons_and_Britons_who_lay_claim_to_the_land,_and_how_best_to_achieve_such_a_living_for_yourself._Your_lord_saw_to_it_you_were_trained_in_the_most_effective_formations_and_how_to_best_keep_a_rabble_under_order,_as_much_for_his_own_sake_as_for_yours._Weapon_sparring_was_done_almost_on_a_daily_basis_and_you_could_say_you_felt_as_one_with_a_pletora_of_different_one-handed,_two-handed_and_polearm_weapons._When_raids_were_successful_there_was_plenty_of_loot_to_be_divided_amongst_the_warriors._You_witnessed_first-hand_the_brutal_and_often_deceptive_ways_in_which_power_was_won_also_by_listening_to_the_songs_and_poems_sung_in_the_warm_halls._Old_heroes,_Arturus_and_Beowulf_were_all_but_a_heroic_cry_from_a_distant_past_and_the_time_was_ripe_for_a_new_hero_to_emerge.}^^
str_story_job_troubadour Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg11?woman:man},_and_the_whole_world_seemed_to_change_around_you._You_set_out_on_your_own_with_nothing_except_the_instrument_slung_over_your_back_and_your_own_voice._It_was_a_poor_existence,_with_many_a_hungry_night_when_people_failed_to_appreciate_your_play,_but_you_managed_to_survive_on_your_music_alone._As_the_years_went_by_you_became_adept_at_playing_to_drunken_crowds_in_numerous_taverns._You_became_very_well_versed_in_talking_anyone_out_of_anything_you_wanted.^^
str_story_job_student {reg11?Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_woman,_and_the_whole_world_seemed_to_change_around_you._Being_a_wife_to_a_free_men_meant_you_had_it_laid_down_easier_then_wifes_of_other_lower_ranking_peasants_who_had_to_do_all_the_tasks_by_themselves._You_owned_some_servants_who_helped_you_with_the_hard_work_but_since_your_husband_didn't_own_a_lot_of_land_you_still_had_to_do_variety_of_tasks_all_peasants_wifes_have_to_do._Your_husband_had_to_pay_rent_to_his_overlord_and_owed_him_labour_services_in_exchange_for_the_given_land._When_he_was_involved_in_a_war_your_husband_answered_his_call_as_a_foot_soldier_where_he_had_to_rely_on_his_shield_and_a_spear_in_the_tick_of_a_battle._He_often_tought_you_how_to_fight_properly_with_those_weapons_in_case_he_wouldn't_be_at_home_and_you_needed_to_defend_yourself._Hunting_in_the_woods_alone_with_your_bow_was_your_favourite_activity_and_it_helped_bring_additional_food_on_the_table._When_no_animals_were_to_be_found_in_the_forest_you_foraged_for_eatable_plants_which_you_then_cooked_for_the_whole_family._You_spent_a_lot_of_time_in_the_nature_also_for_searching_special_herbs_that_can_heal_wounds_and_sick_people._:Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_man,_and_the_whole_world_seemed_to_change_around_you._Being_a_free_men_meant_you_had_it_laid_down_easier_then_lower_ranking_peasants_who_had_to_do_all_the_tasks_by_themselves._You_owned_some_servants_who_helped_you_with_the_hard_work_but_since_you_didn't_own_a_lot_of_land_you_still_had_to_do_variety_of_tasks_all_peasants_have_to_do._You_had_to_pay_rent_to_your_overlord_and_owed_him_labour_services_in_exchange_for_the_given_land._When_he_was_involved_in_a_war_you_answered_his_call_as_a_foot_soldier_where_you_had_to_rely_on_your_shield_and_a_spear_in_the_tick_of_a_battle._Hunting_in_the_woods_alone_with_your_bow_and_javelins_was_your_favourite_activity_and_it_helped_bring_additional_food_on_the_table._When_no_animals_were_to_be_found_in_the_forest_you_foraged_for_eatable_plants_which_were_then_cooked_by_your_wife._You_spent_a_lot_of_time_in_the_nature_and_knew_it's_every_secret._The_great_outdoors_felt_like_a_home_to_you._In_your_pastimes_you_loved_doing_a_variety_of_sports_with_other_men.}^^
str_story_job_peddler Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg11?woman:man},_and_the_whole_world_seemed_to_change_around_you._Heeding_the_call_of_the_open_road,_you_travelled_from_village_to_village_buying_and_selling_what_you_could._It_was_not_a_rich_existence,_but_you_became_a_master_at_haggling_even_the_most_miserly_elders_into_giving_you_a_good_price._Soon,_you_knew,_you_would_be_well-placed_to_start_your_own_trading_empire...^^
str_story_job_craftsman Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg11?woman:man},_and_the_whole_world_seemed_to_change_around_you._Being_a_craftsman_you_specialised_as_a_smith,_crafting_tools_and_weapons_of_function_and_beauty_out_of_simple_metal._Sometimes_you_were_used_also_as_an_engineer_by_a_local_lord_when_a_bridge_or_a_fortification_needed_to_be_done_since_carpenting_was_not_strange_to_you_either._All_the_created_weapons_had_to_be_tested_by_you_so_wielding_one_handed_weapons,_two_handed_weapons_and_to_a_degree_also_polearms_felt_very_natural_to_you._As_time_wore_on_you_became_a_master_of_your_trade,_and_fine_work_started_to_fetch_fine_prices._With_food_in_your_belly_and_logs_on_your_fire,_you_could_take_pride_in_your_work_and_your_growing_reputation.^^
str_story_job_poacher Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg11?woman:man},_and_the_whole_world_seemed_to_change_around_you._Dissatisfied_with_common_men's_desperate_scrabble_for_coin,_you_took_to_your_local_lord's_own_forests_and_decided_to_help_yourself_to_its_bounty,_laws_be_damned._You_hunted_stags,_boars_and_geese_and_sold_the_precious_meat_under_the_table._You_cut_down_trees_right_under_the_watchmen's_noses_and_turned_them_into_firewood_that_warmed_many_freezing_homes_during_winter._All_for_a_few_silvers_and_a_bit_of_an_honor_loss,_of_course._When_times_were_tough_you_foraged_for_food_and_got_proficient_in_finding_eatable_plants_in_the_wilds.^^
str_story_job_preacher Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg11?woman:man},_and_the_whole_world_seemed_to_change_around_you._When_not_working_or_studying_in_the_monastery_you_packed_your_few_belongings_and_went_out_into_the_world_to_spread_the_word_of_God._You_preached_to_anyone_who_would_listen,_and_impressed_many_with_the_passion_of_your_sermons._Though_you_had_taken_a_vow_to_remain_in_poverty_through_your_itinerant_years,_you_never_lacked_food,_drink_or_shelter;_the_hospitality_of_the_peasantry_was_always_generous_to_a_rising_{reg11?woman:man}_of_God._Here_and_then_locals_came_to_monastery_in_order_to_purchase_products_made_there_and_you_were_the_one_who_sold_it_to_them._Another_thing_at_which_you_really_excelled_at_was_healing_injured_and_sick_people._Many_broken_bones_got_healed,_many_souls_remained_in_the_bodies_instead_of_venturing_into_the_God's_hands._Carrying_a_staff_and_a_bag_of_rocks_made_you_feel_safe_in_times_when_you_were_out_of_the_monastery_spreading_the_world_of_God.^^
str_story_reason_revenge Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._Still,_it_was_not_a_difficult_choice_to_leave,_with_the_rage_burning_brightly_in_your_heart._You_want_vengeance._You_want_justice._What_was_done_to_you_cannot_be_undone,_and_these_debts_can_only_be_paid_in_blood...^^
str_story_reason_death Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._All_you_can_say_is_that_you_couldn't_bear_to_stay,_not_with_the_memories_of_those_you_loved_so_close_and_so_painful._Perhaps_your_new_life_will_let_you_forget_the_name_that_you_can_no_longer_bear_to_speak..._Although_you_treated_its_wounds_that_person_passed_away,_you_could_do_nothing_to_change_the_destiny._All_that_remains_now_is_to_get_a_ticker_skin_so_that_such_tragedies_won't_affect_you_so_much_and_move_on.^^
str_story_reason_wanderlust Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._You're_not_even_sure_when_your_home_became_a_prison,_when_the_familiar_became_mundane,_but_your_dreams_of_wandering_have_taken_over_your_life._Whether_you_yearn_for_some_faraway_place_or_merely_for_the_open_road_and_the_freedom_to_travel,_you_could_no_longer_bear_to_stay_in_the_same_place._You_simply_went_and_never_looked_back...^^
str_story_reason_fervor Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._Regardless,_the_intense_faith_burning_in_your_soul_would_not_let_you_find_peace_in_any_single_place._There_were_others_in_the_world,_souls_to_be_washed_in_the_light_of_God._Now_you_preach_wherever_you_go,_seeking_to_bring_salvation_and_revelation_to_the_masses,_be_they_faithful_or_pagan._They_will_all_know_the_glory_of_God_by_the_time_you're_done...^^
str_story_reason_disown Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._However,_you_know_you_cannot_go_back._There's_nothing_to_go_back_to._Whatever_home_you_may_have_had_is_gone_now,_and_you_must_face_the_fact_that_you're_out_in_the_wide_wide_world._Alone_to_sink_or_swim...^^
str_story_reason_greed Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._To_everyone_else,_it's_clear_that_you're_now_motivated_solely_by_personal_gain._You_want_to_be_rich,_powerful,_respected,_feared._You_want_to_be_the_one_whom_others_hurry_to_obey._You_want_people_to_know_your_name,_and_tremble_whenever_it_is_spoken._You_want_everything,_and_you_won't_let_anyone_stop_you_from_having_it...^^
str_story_christian Your_family_baptised_you_into_Celtic_Christianity_and_you_eagerly_listened_to_all_the_stories_told_by_the_priest_when_he_visited_your_settlement._You_were_and_you_still_are_devoted_to_that_religion._Celtic_Christianity_has_some_special_and_unique_rites_like_distinctive_system_for_determining_the_dating_of_Easter,_a_style_of_monastic_tonsure_where_monks_shave_their_heads_in_front_of_a_line_drawn_from_ear_to_ear,_a_unique_system_of_penance,_and_peregrinatio_por_Christo,_where_individuals_permanently_left_their_homes_and_put_themselves_entirely_in_God's_hands.
str_story_oldgods Your_family_believed_in_old_Celtic_gods_and_goddesses_and_you_soaked_plenty_of_their_stories_told_in_the_evenings_when_family_gathered_around_the_fireplace._You_are_a_staunch_believer_in_old_ways._You_have_a_polytheistic_faith,_worshipping_many_deities:_Don,_goddess_of_the_sky,_Llyr,_god_of_the_sea,_Gwydion,_master_of_illusion_and_fantasy,_Math,_master_of_magic,_and_others.
str_story_pagangods Your_family_believed_in_Germanic_gods_and_you_soaked_plenty_of_their_stories_told_in_the_evenings_when_family_gathered_around_the_fireplace._You_are_a_staunch_believer_in_old_ways._You_have_a_polytheistic_faith,_worshipping_many_deities:_Woden,_chief_god,_Thunor,_god_of_the_sky_and_thunder,__Frige,_goddess_of_love,_and_others.
str_story_romanc Your_family_baptised_you_into_Roman_Christianity_and_you_eagerly_listened_to_all_the_stories_told_by_the_priest_when_he_visited_your_settlement._You_were_and_you_still_are_devoted_to_that_religion._Christian_religion_is_based_on_the_testimony_of_the_Scriptures,_as_interpreted_by_the_life_of_Jesus_Christ_and_the_teaching_of_His_Apostles,_which_were_documented_in_the_Bible.
str_spy_present Your_spy_has_infiltrated_{s5}.
str_spy_not_present You_have_no_spy_in_{s5}.
str_spy_infiltrating Your_spy_is_infiltrating_{s5}.
str_poison_well_desc _My_{Lord/Lady},_I_have_discovered_a_potent_toxin_that_will_disable_a_goodly_number_of_the_population.^If_you_so_wish_it,_I_could_mix_it_into_the_well_water_at_very_little_risk_of_discovery.^Though_the_toxin_will_be_highly_diluted_in_the_well,_it_should_still_disable_anyone_drinking_it_for_atleast_a_day,_perhaps_longer.^I_will_require_500_scillinga_for_expenses.
str_poison_cattle_desc _My_{Lord/Lady},_the_wealth_of_a_village_is_not_measured_in_scillingas,_but_in_cattle.^If_the_herd_was_unfortunate_enough_to_be_inflicted_with_some_unknown_pox,_the_villagers_could_not_pay_their_taxes.^Thus,_their_lord_would_be_financially_weakened.^I_imagine_it_would_take_a_village_weeks_to_recoupe_such_a_devastating_loss.^The_cattle_could_acquire_such_a_pox_for_a_mere_500_scillingas.
str_cause_unrest_desc _My_{Lord/Lady},_the_local_populace_are_a_brutish_lot.^A_subtly_whispered_rumor_here_and_there_could_stir_old_grudges_into_all_out_rioting.^I_can_think_of_nothing_more_devastating_for_production_and_the_economy.^Send_me_500_scillinga_for_expenses_and_I_will_cause_such_joyous_chaos_as_this_place_has_never_seen!
str_poison_food_desc _My_{Lord/Lady},_after_leaving_the_local_drinking_establishment,_I_happened_to_litterally_stumble_across_a_bit_of_useful_information.^There_before_my_eyes_was_a_crack_in_the_grainery.^With_a_bit_of_work,_and_500_scillinga_for_expenses,_I'm_sure_the_crack_could_accomodate_all_sizes_of_vermin_into_the_food_stocks.^The_troops_would_have_naught_but_rats_to_eat_during_an_extended_siege.
str_spy_captured _Your_spy_in_{s5}_was_discovered_and_sent_to_the_gallows!
str_entrench _Your_army_is_currently_entrenched.
str_camp_overrun _CAMP_OVERRUN!!!_
str_camp_loss _Your_camp_has_been_overrun_by_the_enemy.^{s4}_gold_was_looted_from_the_pay_coffers.^{s3}^{s5}^{s6}
str_siege_camp_complete _You_have_entrenched_your_position.
str_siege_camp_incomplete _Your_camp_defenses_are_not_yet_complete.
str_siege_camp_none _Your_siege_camp_is_vulnerable_to_attack!
str_skirmisher_name Skirmish_Party
str_attack_party_question _{s7}_will_not_attack_{s9}_for_any_less_than_{reg16}_scillingas._Furthermore,_the_contract_with_{s7}_will_end_after_16_hours,_regardless_of_the_outcome.__Do_you_agree_to_pay?
str_no_cash {s5}_Only_fools_and_thieves_bargain_with_coin_they_do_not_possess!
str_no_duel I_am_unable_to_consider_your_request_at_this_time._I_have_more_important_matters_to_attend_to.
str_player_king_message __As_your_King,_I_send_this_missive.
str_player_marshal_message __As_the_duly_appointed_marshal,_I_must_excersize_my_right_to_request_your_obedience_in_this_matter.
str_player_lord_message __To_a_fellow_in_arms_I_send_this_message.
str_missed_duel You_failed_to_meet_{s1}_for_a_duel,_thus_he_wins_by_default._Your_reputation_has_suffered_as_a_result.
str_party_picker_title Party_Picker
str_party_picker_attack _Right_click_on_the_party_you_wish_to_have_attacked,_then_select_the_context_menu_option_shown.
str_peasant_trusted_friend _Your_efforts_to_aid_the_peasants_of_Britannia_has_gained_you_their_trust_and_support._The_King's_of_the_land,_however,_now_see_you_as_a_possible_threat_to_their_sovereignty.
str_peasant_patron_saint _The_peasants_of_the_land_have_proclaimed_you_their_Patron_Saint._You_have_given_them_hope_and_courage._Many_of_them_are_now_waiting_to_take_up_arms_to_aid_you_in_your_efforts_to_unite_Britannia.
str_circunvalation_complete >>_Your_men_have_worked_hard_and_the_circunvallation_is_done._The_place_does_not_receive_food_or_men_by_land_(Circunvallation_done).
