3604
qstr_Breaking_camp... Breaking_camp...
qstr_Two_ulfhednar_join_y Two_ulfhednar_join_your_army!
qstr_Your_men_gather_arou Your_men_gather_around,_cheering_and_betting._The_atmosphere_is_tense._Suddenly,_the_disputes_around_you_become_more_widespread._Other_men_draw_their_weapons,_and_a_fight_on_a_larger_scale_ensues._Before_you_can_impose_order_again,_several_men_die.
qstr_Your_reputation_incr Your_reputation_increases_among_your_men_when_you_return_to_the_road,_leaving_behind_two_corpses_hanging_from_a_tree.
qstr_Your_men_complain_of Your_men_complain_of_not_being_able_to_enjoy_a_good_fight,_seeing_that_drunkenness_on_campaign_is_punishable_by_few_lashes.
qstr_The_merchant_takes_t The_merchant_takes_the_money_and_gives_you_a_heavy_package_wrapped_in_a_long_cloth._When_you_unwrap_it_and_discover_that_he_has_sold_you_a_normal_sword,_the_merchant_is_already_well_away.
qstr_The_merchant_takes_h The_merchant_takes_his_leave_and_goes_back_the_way_he_came.
qstr_Your_men_attack_the_ Your_men_attack_the_farm,_kill_the_farmer_and_his_slaves,_and_return_with_a_bounty_of_food.
qstr_Your_men_think_you_re_ Your_men_think_you're_a_weak_leader_unable_to_take_action_against_who_insult_him.
qstr_The_men_take_the_mon The_men_take_the_money_and_let_you_go_on_your_way.
qstr_Without_warning_you_ Without_warning,_you_order_your_men_to_attack._The_two_strangers_try_to_flee_but_are_killed_by_your_warriors._No_one_comes_to_reinforce_them.
qstr_The_two_men_move_asi The_two_men_move_aside_when_you_ignore_them_and_continue_your_way._No_one_attacks_your_army._It_was_all_a_lie.
qstr_The_scout_who_has_st The_scout,_who_has_stolen_money,_spreads_the_rumor_among_your_men_that_you_are_greedy.
qstr_The_scout_hides_his_ The_scout_hides_his_treasure_without_anyone_else_knowing.
qstr_The_distribution_of_ The_distribution_of_the_coins_brings_happiness_to_the_rest_of_your_men,_and_they_think_that_you_are_a_fair_leader.
qstr_The_men_head_home_di The_men_head_home,_disappointed.
qstr_The_farmers_give_you The_farmers_give_you_thanks_and_promise_to_name_the_next_one_of_their_children_after_you.
qstr_The_farmers_give_you_ The_farmers_give_you_thanks._They_seem_relieved_and_very_happy.
qstr_The_farmers_thank_yo The_farmers_thank_you._Perhaps_their_lord_will_understand_the_situation.
qstr_The_farmers_thank_you The_farmers_thank_you,_although_they_are_not_happy_with_your_counsel._It_will_cost_the_lives_of_many_of_their_children_next_winter.
qstr_She_thanks_you_and_h She_thanks_you_and_heads_for_the_nearest_town.
qstr_She_thanks_you_profu She_thanks_you_profusely_and_heads_back_to_her_village,_a_little_weak_from_the_ordeal.
qstr_The_days_get_longer_ The_days_get_longer_and_the_bony_grip_of_winter_loosens._Green_leaves_crown_the_trees_once_more._
qstr_The_sun_greets_you_e The_sun_greets_you_early_in_the_morning_and_sends_you_to_bed_at_night.
qstr_As_nature_becomes_a_ As_nature_becomes_a_plethora_of_colours,_people_replenish_their_stores_and_prepare_for_winter.
qstr_The_night_steals_fro The_night_steals_from_the_day_and_grows_long,_while_the_frost_threatens_to_do_away_with_the_weak_and_the_old.
qstr_Temporary_quarters_a Temporary_quarters_are_not_a_good_place_to_hold_prisoners._{reg1}_prisoners_have_escaped.
qstr_You_have_become_a_be You_have_become_a_berserker._When_you_go_berserk,_you_gain_great_speed_and_strength_in_the_heat_of_battle,_but_this_brutal_ferocity_turns_your_vision_red._(Use_key_T_to_increase_your_power_strike)
qstr_Your_studies_in_poet Your_studies_in_poetry_and_rhetoric_have_been_productive._This_newly_acquired_skill_in_oratory_will_increase_your_leadership_in_battle_as_you_urge_on_your_men_in_combat._(Use_key_T_to_evoke_a_war_cry)
qstr_The_exhausting_athle The_exhausting_athletics_regimen_you_have_applied_to_your_troops_makes_them_faster_and_more_maneuverable_in_battle._They_show_their_new_confidence_by_taunting_their_enemies._(Use_key_T_to_evoke_a_shield_taunt)
qstr_Your_incessant_conce Your_incessant_concern_about_the_maintenance_of_your_men's_shields_and_armors_makes_it_harder_for_the_enemy_to_wound_them._They_show_their_new_confidence_by_beating_their_shields._(Use_key_T_to_evoke_a_shield_taunt)
qstr_On_this_day_the_fore On_this_day,_the_foreman_couldn't_even_pay_the_wages,_so_he_paid_with_produced_goods_instead.
qstr_However_on_this_day_ However,_on_this_day_you_learned_something_from_your_work.
qstr_However_on_this_day_y However,_on_this_day_you_achieved_a_lot_and_were_paid_double.
qstr_However_you_befriend However,_you_befriended_some_workers_from_{s2}.
qstr_One_lord_can_disemba One_lord_can_disembark_here_with_you.
qstr_{reg1}_lords_can_dis {reg1}_lords_can_disembark_here_with_you.
qstr_One_lord_will_lose_t One_lord_will_lose_track_of_you._He_must_disembark_at_the_next_port_and_then_come_find_you.
qstr_{reg1}_lords_will_lo {reg1}_lords_will_lose_track_of_you._They_must_disembark_at_the_next_port_and_then_come_find_you.
qstr_One_lord_can_embark_ One_lord_can_embark_here_with_you.
qstr_{reg1}_lords_can_emb {reg1}_lords_can_embark_here_with_you.
qstr_One_lord_will_lose_tr One_lord_will_lose_track_of_you._He_must_embark_at_the_next_port_and_then_come_find_you.
qstr_{reg1}_lords_will_los {reg1}_lords_will_lose_track_of_you._They_must_embark_at_the_next_port_and_then_come_find_you.
qstr_You_need_to_get_the_p You_need_to_get_the_permission_of_the_lord_of_this_place_to_recruit_here.
qstr_a_lone_boar a_lone_boar
qstr_a_herd_of_{reg6}_boa a_herd_of_{reg6}_boar
qstr_a_herd_of_{reg6}_wil a_herd_of_{reg6}_wild_animals
qstr_You_successfully_hun You_successfully_hunted_{reg6}_boar.
qstr_You_have_lost_track_ You_have_lost_track_of_the_animals.
qstr_Choose_a_Goal^^^^{s1 Choose_a_Goal^^^^{s1}
qstr_Congratulations!^^^^ Congratulations!^^^^{s1}
qstr_{!}beaufort:_{reg1} {!}beaufort:_{reg1}
qstr_{!}TEST:_wind_create {!}TEST:_wind_created_and_rotated_by_{reg8}_degree.
qstr_{!}season_light_set {!}season_light_set
qstr_You_have_obtained_th You_have_obtained_the_prison_keys.
qstr_You_killed_the_ghost You_killed_the_ghost
qstr_You_are_so_tired_you You_are_so_tired_you_can_barely_move_a_muscle._You_can_inflict_only_half_damage,_and_you_can't_run.
qstr_You_take_1_damage_fr You_take_1_damage_from_blood_loss.
qstr_You_have_received_{reg You_have_received_{reg5}_critical_damage_to_your_head_and_will_lose_vision_very_soon!
qstr_You_have_received_{reg5 You_have_received_{reg5}_critical_damage_to_your_body!
qstr_You_have_caused_{reg You_have_caused_{reg5}_critical_extra_damage!
qstr_You_have_caused_{reg5 You_have_caused_{reg5}_critical_damage_to_your_enemy_from_behind!
qstr_You_have_received_{reg5} You_have_received_{reg5}_critical_damage_from_behind!
qstr_You_suffer_a_serious You_suffer_a_serious_injury_to_your_face._(-1_charisma)
qstr_You_suffer_a_serious_ You_suffer_a_serious_injury_to_one_of_your_limbs._(-1_agility)
qstr_You_suffer_a_serious_i You_suffer_a_serious_injury_to_your_body._(-1_strength)
qstr_Your_weapon_was_dama Your_weapon_was_damaged!
qstr_Your_weapon_broke! Your_weapon_broke!
qstr_Your_{s1}_was_damage Your_{s1}_was_damaged!
qstr_{s33}_changes_weapon {s33}_changes_weapons
qstr_You_call_your_horse. You_call_your_horse...
qstr_{!}TEST:_There_is_a_ {!}TEST:_There_is_a_Coward_in_our_lines!
qstr_{!}TEST:_Banner_cour {!}TEST:_Banner_courage_bonus_applied!
qstr_We_lost_a_quarter_of We_lost_a_quarter_of_our_troops_in_a_very_short_time._The_hearts_of_our_troops_are_filled_with_fear.
qstr_Half_of_our_army_has Half_of_our_army_has_fallen_within_a_very_short_time._The_troops_panic!
qstr_The_enemy_lost_a_qua The_enemy_lost_a_quarter_of_his_troops_in_a_very_short_time._The_hearts_of_his_troops_are_filled_with_fear.
qstr_Half_of_the_enemy_ar Half_of_the_enemy_army_has_fallen_within_a_very_short_time._His_troops_panic.
qstr_{!}TEST:_ally_delta_ {!}TEST:_ally_delta_courage_=_{reg1},_enemy_delta_courage_=_{reg2}
qstr_You_fall_and_your_tr You_fall_and_your_troops_panic!
qstr_Our_side_lost_a_lead Our_side_lost_a_leader._Our_troops_panic!
qstr_The_enemy_lost_a_lea The_enemy_lost_a_leader._Their_troops_panic!
qstr__{reg3} _{reg3}
qstr_You_have_fallen.__Pr You_have_fallen._(Press_tab_key_to_leave)
qstr_Scout_report:_We_ve_ Scout_report:_We've_reached_an_ancient_monument_--_rows_of_stones_--_but_the_real_obstacle_is_the_enemy_lined_up_beyond_the_brook.^^You_reply:_Rows_of_stones,_you_say?_Let_us_make_them_tombstones_for_the_enemy,_then!
qstr_Scout_report:_A_bog_ Scout_report:_A_bog_lies_before_us,_so_we_must_be_wary._Stay_on_the_path!^^A_man_tugs_on_your_sleeve:_What_is_that_in_the_trees_up_ahead?_Evil_lurks_here.
qstr_While_exploring_an_a While_exploring_an_abandoned_Roman_fort,_the_scout_informs_you:_Commander,_we_cannot_linger_here_much_longer._The_enemy_is_spotted_behind_the_hill._What_are_your_orders?
qstr_Stretched_out_before Stretched_out_before_you_as_far_as_the_eye_can_see_stand_the_remains_of_a_once_great_wall._The_enemy_has_taken_up_position_just_on_the_other_side.^^A_witty_person_next_to_you_mutters:_Let's_hope_it_will_protect_us_better_than_it_did_the_Romans.
qstr_The_scout_returns_an The_scout_returns_and_informs_you,_'The_enemy_is_spotted_behind_the_village._The_villagers_have_fled_the_fields_and_sought_safety_in_one_of_the_houses._They_know_all_too_well_the_horrors_of_war.'^^'As_do_we..._As_do_we...'_you_find_yourself_mumbling.
qstr_Camera_follow_terrai Camera_follow_terrain_mode_ON.
qstr_Camera_follow_terrain Camera_follow_terrain_mode_OFF.
qstr_Camera_rotate_before Camera_rotate_before_pan_ON.
qstr_Camera_rotate_before_ Camera_rotate_before_pan_OFF.
qstr_{s0}^^A_Battle_Comma {s0}^^A_Battle_Command_Display_is_often_available_by_pressing_the_{s1}_key.
qstr_Strategy_Camera Strategy_Camera
qstr_Tactical_Controls Tactical_Controls
qstr_{!}DEBUG:_bad_camera {!}DEBUG:_bad_camera_pitch_{reg1}
qstr_{!}DEBUG:_set_as_{re {!}DEBUG:_set_as_{reg1}
qstr_Death_Camera Death_Camera
qstr_Division_Placement Division_Placement
qstr_Complex_Formations Complex_Formations
qstr_Formations_turned_OF Formations_turned_OFF_in_options_menu
qstr_Division_{reg1}_{s2}_g Division_{reg1}_{s2}_goes_to_its_memorized_position...
qstr_Division_{reg1}_{s2}_f Division_{reg1}_{s2}_forms_line_(memorized).
qstr_Division_{reg1}_{s2}_fo Division_{reg1}_{s2}_forms_{reg0}_lines_(memorized).
qstr_ENEMY_LORD_FOUND! ENEMY_LORD_FOUND!
qstr_{s1}_is_shouting_out {s1}_is_shouting_out_his_war_cry!
qstr_{s1}_is_starting_a_s {s1}_is_starting_a_shield_taunt!
qstr_ENEMY_LORD_TRAIT_ACT ENEMY_LORD_TRAIT_ACTIVATED!
qstr_Spawned_{s13} Spawned_{s13}
qstr_You_must_stay_behind You_must_stay_behind_the_line_on_the_ground!_The_point_doesn't_count.
qstr_All_around_you_unfol All_around_you_unfolds_God's_world,_Ora_et_Labora,_where_men_wear_the_habit._They_are_busy_with_their_work,_stopping_only_to_eat,_sleep_or_pray.
qstr_This_is_the_home_of_ This_is_the_home_of_the_Nordic_gods._You_can_recite_old_verses,_compose_songs_or_make_sacrifices_to_please_the_gods._If_you're_lucky,_the_gods_may_hear_you_and_grant_your_wish.
qstr_{s0}^^{s1} {s0}^^{s1}
qstr_The_old_captain_is_t The_old_captain_is_too_much_for_you._You_fall_in_a_puddle_of_blood,_and_your_vision_slowly_fades_away...
qstr_The_old_captain_is_to The_old_captain_is_too_much_for_you._You_lie_battered_and_wounded_at_his_feet._Only_the_mercy_of_the_old_captain_keeps_him_from_killing_you.
qstr_You_have_beaten_the_ You_have_beaten_the_old_captain,_so_beginning_your_journey_into_legend.
qstr_Today_is_a_good_day_ Today_is_a_good_day_to_die,_is_not_it?'
qstr_The_battle_against_t The_battle_against_the_bandits_was_hard,_but_you've_risen_to_victory._Picking_through_the_remains_of_the_hole_they_were_digging_between_the_rocks,_you_find_a_fortune_in_money.
qstr_You_have_killed_all_ You_have_killed_all_the_Vikings_and_freed_the_slaves._This_will_give_you_fame_and_reputation.
qstr_You_look_up_and_see_ You_look_up_and_see_that_this_village_has_already_been_sacked_by_Vikings,_and_now_you_are_their_new_prey.
qstr_After_a_hard_battle_ After_a_hard_battle,_you've_defeated_the_Vikings_who_attempted_to_ambush_you._Now_their_riches_are_yours,_but_you_are_especially_happy_to_see_a_few_pieces_of_chain_mail.
qstr_If_you_want_to_cross If_you_want_to_cross_the_bridge,_you'll_have_to_pay_the_troll!'
qstr_The_troll_is_dead_at The_troll_is_dead_at_your_feet,_so_you_can_keep_the_treasure_extorted_from_travelers,_as_well_as_his_club.
qstr_Come_closer_closer_c Come_closer,_closer_come,_I'm_here,_almost_nigh._So_long_I've_been_alone._Come_and_win_a_prize!
qstr_The_voice_continues_ The_voice_continues,_'Oh,_I_cannot_be_discourteous._Finally,_someone_is_here_to_see_me,_someone_who_really_wants_to_play_games_and_win_awards.'
qstr_The_voice_seems_to_b The_voice_seems_to_be_getting_closer,_'Who_are_you,_and_why_are_you_here?_You_came_to_visit_me,_someone_who_withdrew_from_people_to_avoid_their_fears_and_insults.'
qstr_A_voice_is_coming_fr A_voice_is_coming_from_somewhere_in_the_ruins,_'Someone_visits_ancient_ruins_of_the_past?_Someone_is_certainly_brave,_because_nobody_else_dares_to_visit_them_for_fear_of_ghosts.'
qstr_Do_you_want_to_stop_ Do_you_want_to_stop_your_work_and_give_up_your_pay?
qstr_Your_own_life_seems_ Your_own_life_seems_not_so_bad,_now_that_you_see_these_poor_wretches_working_themselves_into_an_early_grave_just_for_the_bread_to_survive.
qstr_The_rattle_of_spikes The_rattle_of_spikes_on_the_stone_is_deafening._Below,_you_can_see_people_working_hard_under_the_command_of_a_foreman.
qstr_Bodo_has_received_to Bodo_has_received_too_many_blows_to_continue_fighting.
qstr_Bodo_spots_you_shake Bodo_spots_you,_shakes_his_head,_and_silently_indicates_that_there_are_still_enemies_about.
qstr_Bandits_strike_at_yo Bandits_strike_at_you_furiously,_and_you_fall_in_a_puddle_of_blood._They_think_you're_dead...
qstr_The_bandits_and_slav The_bandits_and_slavers_have_been_dealt_with._Get_the_prisoners_and_leave_through_the_air_shaft.^^When_you_want_to_leave,_press_TAB.
qstr_You_can_t_leave_the_ You_can't_leave_the_cave_while_there_still_enemies!
qstr_You_have_just_killed You_have_just_killed_the_bandit_king's_main_bodyguards._Rummaging_through_their_things,_you_find_some_treasures._You_still_need_to_defeat_the_other_bandits_before_you_can_collect_your_reward.
qstr_You_have_killed_the_c You_have_killed_the_captain,_an_ugly_guy,_big_and_crooked_and_smelling_like_a_rat._Picking_through_the_remains,_you_find_a_few_useful_things._You_still_need_to_defeat_the_other_bandits_before_you_can_collect_your_reward.
qstr_Rising_victorious_ov Rising_victorious_over_the_body_of_the_bandit_king,_your_steel_stained_with_blood,_you_put_an_end_to_a_long_reign_of_terror_and_banditry_with_all_its_horrors._Among_the_remains_of_the_once_proud_bandit_king_are:
qstr_The_body_of_Atli_Eir The_body_of_Atli_Eiriksson,_former_second_man_of_Sigurd_Ragnarsson,_lies_at_your_feet._You_rummage_through_his_clothes_and_find_a_bloodstained_parchment_with_a_broken_seal._It_is_the_letter_that_had_been_entrusted_to_Bodo._You'll_have_to_ask_him_about_it.
qstr_The_Danish_and_Atli_ The_Danish_and_Atli_have_been_dealt_with._Talk_to_Bodo_about_the_letter.
qstr_As_you_advance_you_f As_you_advance,_you_find_there_is_a_light_inside._It_seems_this_place_is_not_as_deserted_as_you_thought.
qstr_You_feel_the_tension You_feel_the_tension_with_every_step_that_you_take.
qstr_The_mouth_of_a_rock_ The_mouth_of_a_rock_opens_before_you._All_around_is_cold_stone,_and_you_behold_graven_marks_in_a_language_you_do_not_know._What_surprises_and_treasures_are_hidden_here?
qstr_You_are_overwhelmed_ You_are_overwhelmed_by_the_enormity_of_time._The_men_who_built_this_are_long_gone._We_are_dust_and_our_life_is_so_ephemeral..._Who_could_live_forever?
qstr_On_the_right_you_see On_the_right,_you_see_a_graffito_on_the_wall_that_says,_'Livia_pulchra_est,_Marcus_dixit.'
qstr_It_s_cold_and_smells It's_cold_and_smells_old,_taking_you_back_to_another_time..._a_time_when_Rome_ruled_the_world,_and_men_knew_how_to_construct_huge_stone_buildings_of_several_stories.^^The_pools,_old_recreation_rooms,_changing_rooms..._everything_is_covered_in_dust_and_brambles,_all_is_abandoned.
qstr_Refugees_and_deserte Refugees_and_deserters_have_made_this_place_their_home._They_are_protected_under_the_mantle_of_the_last_Druid_and_the_blood_of_their_sacrifices.
qstr_Not_far_away_on_top_ Not_far_away,_on_top_of_the_hills,_you_see_several_stone_circles_of_the_ancients._You_imagine_you_can_feel_magic_at_this_site,_as_if_a_bit_of_the_old_religion_of_the_Celts_still_struggles_to_survive.
qstr_The_magnificence_of_ The_magnificence_of_this_place_still_surprises_you._When_will_men_come_to_build_defenses_like_this_again?
qstr_Time_and_neglect_has Time_and_neglect_has_ruined_what_once_was._In_Roman_times,_this_was_the_main_wall_defending_the_southern_towns_from_the_ravages_of_the_Caledonians._It_fell_long_ago,_but_life_can_still_be_found_in_the_rubble.
qstr_Your_mission_is_to_a Your_mission_is_to_ambush_the_enemy_when_they_come_for_water_supplies._If_you_feel_lost_at_some_point,_press_the_K_key_to_remember_these_goals.
qstr_Someone_wants_to_tal Someone_wants_to_talk_to_you._Find_{s4}_in_the_camp.
qstr_Camp_Conversation Camp_Conversation
qstr_{!}alpha {!}alpha
qstr_{!}Ship_AI_off. {!}Ship_AI_off.
