stringsfile version 1
3761
str_no_string {!}NO_STRING!
str_i_am_pledged_to_defend_s14_i_am_sorry_though_we_may_meet_on_the_battlefield_i_hope_that_we_will_still_be_friends I_am_pledged_to_defend_{s14}._I_am_sorry._Though_we_may_meet_on_the_battlefield,_I_hope_that_we_will_still_be_friends.
str_i_really_cannot_bring_myself_to_renounce_s14_i_am_sorry_please_lets_not_talk_about_this_any_more I_really_cannot_bring_myself_to_renounce_{s14}._I_am_sorry._Please,_let's_not_talk_about_this_any_more.
str_however_i_have_decided_that_i_must_remain_loyal_to_s14_i_am_sorry However,_I_have_decided_that_I_must_remain_loyal_to_{s14}._I_am_sorry.
str_however_i_will_not_let_you_lead_me_into_treason_do_not_talk_to_me_of_this_again However,_I_will_not_let_you_lead_me_into_treason._Do_not_talk_to_me_of_this_again.
str_its_not_good_to_get_a_reputation_as_one_who_abandons_his_liege_that_is_my_decision_let_us_speak_no_more_of_this_matter It's_not_good_to_get_a_reputation_as_one_who_abandons_his_liege._That_is_my_decision._Let_us_speak_no_more_of_this_matter.
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more I've_decided_to_stick_with_{s14}._I_don't_want_to_talk_about_this_matter_any_more.
str_lord_pledges_to_s4 {!}DEBUG_:_Lord_pledges_to_{s4}
str_lord_recruitment_provokes_home_faction {!}DEBUG_:_Lord_recruitment_provokes_home_faction
str_error__wrong_quest_type {!}ERROR_-_Wrong_quest_type
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in You_are_challenging_me_to_a_duel?_How_droll!_As_you_wish,_{playername},_it_will_be_good_sport_to_bash_your_head_in.
str_call_me_coward_very_well_you_leave_me_no_choice Call_me_coward?_Very_well,_you_leave_me_no_choice.
str_reg3_hours {reg3}_hours.
str_hour hour.
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16 However,_circumstances_have_changed_since_we_made_that_decision,_and_I_may_reconsider_shortly._{s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing I_wish_to_marry_your_{s11},_{s10}._I_ask_for_your_blessing.
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help I_wish_to_marry_your_{s11},_{s10}._I_ask_for_your_help.
str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held You_plan_to_marry_{s3}_at_a_feast_hosted_by_{s4}_in_{s5}._You_should_be_notified_of_the_feast_as_soon_as_it_is_held.
str_your_s11_ your_{s11},_
str_i_ask_again_may I_ask_again:_may
str_may May
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course Very_well._As_far_as_I'm_concerned,_I_suppose_she_can_see_most_anyone_she_likes_-_within_reason,_of_course.
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason Very_well._An_alliance_with_you_could_be_valuable._Go_chat_with_her,_and_see_if_you_can_get_her_to_take_a_fancy_to_you._If_she_doesn't,_and_if_we_still_want_to_conclude_this_business,_then_I_can_make_her_see_reason.
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date You_have_my_blessing_to_pay_suit_to_her_--_so_long_as_your_intentions_are_honorable,_of_course._Depending_on_how_things_proceed_between_you_two,_we_may_have_more_to_discuss_at_a_later_date.
str_war_damage_inflicted_reg3_suffered_reg4_ratio_reg5 {!}DEBUG_:_War_damage_inflicted:_{reg3},_suffered:_{reg4},_ratio:_{reg5}
str_error__did_not_calculate_war_progress_string_properly {!}[ERROR_-_did_not_calculate_war_progress_string_properly
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing The_war_has_barely_begun,_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing.
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover We_have_been_hitting_them_very_hard,_and_giving_them_little_chance_to_recover.
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them The_fighting_has_been_hard,_but_we_have_definitely_been_getting_the_better_of_them.
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering They_have_been_hitting_us_very_hard,_and_causing_great_suffering.
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it The_fighting_has_been_hard,_and_I_am_afraid_that_we_have_been_having_the_worst_of_it.
str_both_sides_have_suffered_in_the_fighting Both_sides_have_suffered_in_the_fighting.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them No_clear_winner_has_yet_emerged_in_the_fighting,_but_I_think_we_are_getting_the_better_of_them.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us No_clear_winner_has_yet_emerged_in_the_fighting,_but_I_fear_they_may_be_getting_the_better_of_us.
str_no_clear_winner_has_yet_emerged_in_the_fighting No_clear_winner_has_yet_emerged_in_the_fighting.
str_s9_s14 {!}{s9}_{s14}
str_there_is_no_campaign_currently_in_progress There_is_no_campaign_currently_in_progress.
str_we_are_assembling_the_army We_are_assembling_the_army.
str_we_aim_to_take_the_fortress_of_s8 We_aim_to_take_the_fortress_of_{s8}.
str_we_are_on_a_raid_and_are_now_targeting_s8 We_are_on_a_raid,_and_are_now_targeting_{s8}.
str_we_are_trying_to_seek_out_and_defeat_s8 We_are_trying_to_seek_out_and_defeat_{s8}.
str_we_are_riding_to_the_defense_of_s8 We_are_riding_to_the_defense_of_{s8}.
str_we_are_gathering_for_a_feast_at_s8 We_are_gathering_for_a_feast_at_{s8}.
str__however_that_may_change_shortly_s14 _However,_that_may_change_shortly._{s14}
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14 It_is_our_custom_to_seal_any_such_alliances_with_marriage,_and_in_fact,_we_have_been_looking_for_a_suitable_groom_for_my_{s11},_{s14}.
str_once_again_ once_again_
str_cheat__marriage_proposal Cheat_-_marriage_proposal
str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast You_plan_to_marry_{s4}._As_you_have_no_family_in_these_lands,_he_will_organize_the_wedding_feast.^^You_will_have_to_wait_for_a_feast_to_start,_and_then_meet_your_betrothed_inside_that_town_or_fort_hall._After_30_days,_you_can_also_ask_your_betrothed_to_go_to_a_nearby_center.
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34 {s43}_Just_so_you_know,_if_you_attack_me,_you_will_be_in_violation_of_the_truce_you_signed_with_the_{s34}
str_very_well__you_are_now_my_liege_as_well_as_my_husband We_can_keep_this_short:_you_are_now_my_liege,_as_well_as_my_husband,_with_all_the_mutual_obligations_which_that_entails.
str_i_thank_you_reg39my_ladylord I_thank_you,_{reg39?my_lady:lord}.
str_now_some_might_say_that_women_have_no_business_leading_mercenary_companies_but_i_suspect_that_you_would_prove_them_wrong_what_do_you_say Now,_some_might_say_that_women_have_no_business_leading_mercenary_companies,_but_I_suspect_that_you_would_prove_them_wrong._What_do_you_say?
str_what_do_you_say_to_entering_the_service_of_s9_as_a_mercenary_captain_i_have_no_doubt_that_you_would_be_up_to_the_task What_do_you_say_to_entering_the_service_of_{s9}_as_a_mercenary_captain?_I_have_no_doubt_that_you_would_be_up_to_the_task.
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24 {s9}_asked_you_to_rescue_{s13},_who_is_prisoner_at_{s24}.
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13 {s9}_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_the_{s13}.
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3 {s9}_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_{s4},_alive_and_breathing._He_said_that_all_three_groups_are_heading_towards_{s3}.
str_error__player_not_logged_as_groom {!}ERROR_-_Player_not_logged_as_groom
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit You_intend_to_bring_goods_to_{s9}_in_preparation_for_the_feast,_which_will_be_held_as_soon_as_conditions_permit.
str_hello_playername Hello,_{playername}!
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again _How_much_good_it_does_my_heart_to_see_you_again!_Sometimes,_I_feel_that_there_is_a_mystic_bond_between_us_that_transcends_the_distance.
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world _I_must_say,_I_do_envy_your_freedom_to_ride_out_and_experience_the_world.
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met _I_trust_that_you_have_been_behaving_honorably_since_last_we_met.
str_playername__i_am_so_glad_that_you_were_able_to_come _I_am_so_glad_that_you_were_able_to_come.
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_ I_do_enjoy_speaking_to_you._But_I_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_who_spends_too_long_conversing_with_a_man_outside_her_family_--_although_the_heavens_know_it's_never_the_man_who_is_held_to_blame._
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_ As_much_as_I_enjoy_speaking_to_you,_I_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty._
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_ I_do_so_enjoy_speaking_to_you._But_as_a_daughter_of_one_of_the_great_families_of_this_land,_I_must_set_an_example_of_propriety._
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_ I_do_so_enjoy_speaking_to_you._But_as_a_daughter_of_good_family,_I_must_protect_my_reputation._
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection Although_it_is_kind_of_you_to_pay_me_such_attentions,_I_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection.
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes As_flattered_as_I_am_by_your_attentions,_perhaps_you_should_seek_out_another_lady_of_somewhat..._shall_we_say..._different_tastes.
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me As_flattered_as_I_am_by_your_attentions,_I_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation._It_is_not_seemly_that_I_converse_too_much_at_one_time_with_one_man._I_am_sure_you_understand._Now,_if_you_will_excuse_me...
str_very_well__i_will_let_you_choose_the_time Very_well_--_I_will_let_you_choose_the_time.
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready Good!_I_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_I_was_ready.
str_rival_found_s4_reg0_relation {!}DEBUG_:_Rival_found:_{s4}_({reg0}_relation)
str_i_am I_am
str_s12_comma {!}{s12},
str_s12_s11_to_s14 {s12}_{s11}_to_{s14}
str_s12_period {!}{s12}.
str_s12_i_am_here_for_the_feast {s12}._I_am_here_for_the_feast.
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering Another_tournament_dedication?_Oh,_I_suppose_it_is_always_flattering...
str_do_you_why_what_a_most_gallant_thing_to_say Do_you?_Why,_what_a_most_gallant_thing_to_say.
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered Hmm..._I_cannot_say_that_I_altogether_approve_of_such_frivolity,_but_I_must_confess_myself_a_bit_flattered.
str_why_thank_you_you_are_most_kind_to_do_so Why,_thank_you._You_are_most_kind_to_do_so.
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_ You_are_most_courteous,_and_courtesy_is_a_fine_virtue._
str_hmm_youre_a_bold_one_but_i_like_that_ Hmm._You're_a_bold_one,_but_I_like_that._
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_ Ah,_well,_they_all_say_that._But_no_matter._A_compliment_well_delivered_is_at_least_a_good_start._
str_oh_do_you_mean_that_such_a_kind_thing_to_say Oh!_Do_you_mean_that?_Such_a_kind_thing_to_say!
str_you_are_a_most_gallant_young_man_ You_are_a_most_gallant_young_man._
str__do_come_and_see_me_again_soon _Do_come_and_see_me_again_soon.
str_you_intend_to_ask_s12_for_permission_to_marry_s15 You_intend_to_ask_{s12}_for_permission_to_marry_{s15}.
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you You_intend_to_ask_{s12}_to_pressure_{s10}_to_marry_you.
str_do_be_careful_i_am_so_much_endebted_to_you_for_this Do_be_careful!_I_am_so_much_indebted_to_you_for_this...
str_go_then__we_shall_see_which_of_you_triumphs Go,_then_--_we_shall_see_which_of_you_triumphs...
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions Sigh..._I_will_never_truly_understand_men,_and_their_rash_actions...
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11 You_intend_to_challenge_{s13}_to_force_him_to_relinquish_his_suit_of_{s11}.
str_farewell Farewell.
str_farewell_playername Farewell,_{playername}.
str___we_believe_that_there_is_money_to_be_made_selling_ __We_believe_that_there_is_money_to_be_made_selling_
str_s14s15_ {!}{s14}{s15},_
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole _We_carry_a_selection_of_goods._Although_the_difference_in_prices_for_each_is_not_so_great,_we_hope_to_make_a_profit_off_of_the_whole.
str_s14and_other_goods {s14}and_other_goods.
str__have_you_not_signed_a_truce_with_our_lord _Have_you_not_signed_a_truce_with_our_lord?
str_parole parole
str_duplicate normal
str_s51 {!}{s51}
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters _Meanwhile,_{s51}_{reg2?are:is}_being_held_in_the_castle,_but_{reg2?have:has}_made_pledges_not_to_escape,_and_{reg2?are:is}_being_held_in_more_comfortable_quarters.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side You_may_be_aware,_my_{reg59?Lady:Lord},_of_the_quarrel_between_{s4}_and_{s5}_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority._If_you_could_persuade_the_lords_to_reconcile,_it_would_boost_your_own_standing._However,_in_taking_this_on,_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rival's_side.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side You_may_be_aware,_{reg59?my_lady:my_lord},_of_the_quarrel_between_{s4}_and_{s5}_which_is_damaging_the_unity_of_this_realm._If_you_could_persuade_the_lords_to_reconcile,_I_imagine_that_{s7}_would_be_most_pleased._However,_in_taking_this_on,_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rival's_side.
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms _Of_course,_the_land_is_currently_at_peace,_so_you_may_have_better_luck_in_other_realms.
str_here here
str_over over
str_s8_in_s12 {s8}_in_{s12}
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area _has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area.
str__is_looking_for_a_way_to_avoid_an_impending_war _is_looking_for_a_way_to_avoid_an_impending_war.
str__may_need_help_rescuing_an_imprisoned_family_member _may_need_help_rescuing_an_imprisoned_family_member.
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though _has_been_asking_around_for_someone_who_might_want_work._I'd_watch_myself_with_him,_though.
str_town town
str_castle fort
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13 _But_{reg4?she:he}_is_being_held_there_as_a_prisoner_in_the_dungeon_of_{s13}.
str_log_entry_type_reg4_for_s4_total_entries_reg5 {!}DEBUG_:_Log_entry_type:_{reg4}_for_{s4},_total_entries:_{reg5}
str_error__reputation_type_for_s9_not_within_range {!}ERROR_-_reputation_type_for_{s9}_not_within_range
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way They_say_that_{s9}_is_a_most_conventional_maiden_-_devoted_to_her_family,_of_a_kind_and_gentle_temperament,_a_lady_in_all_her_way.
