
str_no_string|NO STRING!
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_suggest_that_you_to_build_your_claim_on_stronger_foundations_so_that_men_will_follow_you|만약 당신이 당신 이전에 왕위를 주장하다 실패해 교수형대위에서 죽어간 많은 이들 처럼 죽고 싶지 않다면, 나는 당신에게 더 설득력 있는 근거로 주장하길 제안하오. 그래야 사람들이 당신을 따를 것이오.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_advise_you_prove_yourself_on_the_field_of_battle_so_that_men_will_follow_you|만약 당신이 당신 이전에 왕위를 주장하다 실패해 교수형대위에서 죽어간 많은 이들 처럼 죽고 싶지 않다면, 나는 당신에게 전장에서 당신 스스로를 증명하라고 충고하오. 그래야 사람들이 당신을 따를 것이오.
str_talk_is_for_heralds_and_lawyers_real_kings_prove_themselves_with_their_swords|대소신료들을 위한 말이군. 사실 왕은 그들의 칼로 그들 스스로를 증명하지.
str_i_were_you_i_would_try_to_prove_myself_a_bit_more_before_i_went_about_pressing_my_claim|만약 내가 당신이라면, 나의 요구를 밀어 붙이기 전에 내 스스로를 좀 더 증명해 보이겠소.
str_indeed_please_continue|사실이지. 계속하시오.
str_me|나를
str_i_worry_about_those_with_whom_you_have_chosen_to_surround_yourself|나는 당신 주위에 선택된 그들과 같이 하는 것이 걱정이오.
str_there_are_some_outstanding_matters_between_me_and_some_of_your_vassals_|나와 당신의 가신들 사이에 현저한 문제가 몇몇 있소. 
str_my_liege_has_his_faults_but_i_dont_care_for_your_toadies|내 주군이 결점은 있지만, 나는 당신의 아첨에 신경쓰지 않을 것이오.
str_i_think_youre_a_good_man_but_im_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you|나는 당신이 좋은 사람이라 생각하오. 그러나 나는 당신 주위의 누군가에 의해 당신이 잘못된 방향으로 밀어붙이고 있다고 걱정되오.
str_i_am_loathe_to_fight_alongside_you_so_long_as_you_take_under_your_wing_varlots_and_base_men|나는 오랬동안 당신의 날개아래서 부하로 당신과 나란히 싸우는 것이 몹시 싫소.
str_ill_be_honest__with_some_of_those_who_follow_you_i_think_id_be_more_comfortable_fighting_against_you_than_with_you|솔직해 지겠소 -- 당신을 따르는 그들과 함께하며, 또 당신과 함께 하는 것 보다 당신에 대항해서 싸우는것이 더 편하다고 나는 생각되오.
str_i_say_that_you_can_judge_a_man_by_the_company_he_keeps_and_you_have_surrounded_yourself_with_vipers_and_vultures|나는 친구를 보면 그 사람을 알 수 있다고 말하고 싶군. 당신은 독사같고, 욕심많은 놈들로 둘러 쌓여 있오.
str_you_know_that_i_have_always_had_a_problem_with_some_of_our_companions|당신은 내가 항상 우리의 동료들 중 몇몇과 문제를 가지고 있다는 것을 알고 있군.
str_politically_i_would_be_a_better_position_in_the_court_of_my_current_liege_than_in_yours|정치적으로, 나는 지금 군주의 궁정에서의 위치가 당신의 궁정에서의 위치보다 더 좋소.
str_i_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege|당신과 당신의 동료들과 함께 한다면 저의 현재 주군과 함께하는 것 보다 더 편안합니다.
str_militarily_youre_in_no_position_to_protect_me_should_i_be_attacked_id_be_reluctant_to_join_you_until_you_could|군사적으로 말하면, 내가 공격당할 때 당신은 나를 보호할 수 없소. 나는 당신이 나를 보호 할수 있을때 까지 당신에게 가세하는 것이 주저되오.
str_militarily_when_i_consider_the_lay_of_the_land_i_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family|군사적으로 말하면, 형세를 고려해 볼때 지금 당신에게 충성을 맹세하는것 나의 충성스러운 부하들과 가족들을 위험하게 한다는걸 깨달았오.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_i_dont_mind_a_good_fight_but_i_like_to_have_a_chance_of_winning|군사적으로 말하면, 당신은 만약 나를 누군가 공격하는 경우, 나를 도울수 없소. 나는 잘 싸우지는 못하지만, 승리의 기회를 가지고 싶소.
str_militarily_you_would_have_me_join_you_only_to_find_myself_isolated_amid_a_sea_of_enemies|군사적으로 말하면, 당신이 나를 영입하려는 것은, 오직 해적들 사이에 혼자 고립 되었음을 알때 뿐이오.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_youd_let_me_be_cut_down_like_a_dog_id_bet|군사적으로 말하면, 당신은 만약 나를 누군가 공격하는 경우, 나를 도울수 없소. 당신은 나를 개처럼 내팽개칠것을 나는 확신하오.
str_militarily_i_wouldnt_be_any_safer_if_i_joined_you|군사적으로 말하면, 내가 당신에게 가세하면 어떠한 안전도 없을 것이오.
str_militarily_i_might_be_safer_if_i_joined_you|군사적으로, 제가 당신에게 가세한다면 더 안전해 질겁니다.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_very_high|마지막으로, 가신은 그의 충성에 대한 철회는 항상 주의깊게 생각해야 하오, 비록 충분한 이유가 있다고 할지라도, 주군을 쉽게 바꾸는 사람이라는 이름을 갇는건 좋지 않소. 이번 경우는, 내 명성에 대해 치뤄야할 비용이 매우 높을 것이오.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_significant|마지막으로, 가신은 그의 충성에 대한 철회는 항상 주의깊게 생각해야 하오, 비록 충분한 이유가 있다고 할지라도, 주군을 쉽게 바꾸는 사람이라는 이름을 갇는건 좋지 않소. 이번 경우는, 내 명성에 대해 치뤄야할 비용이 만만치 않소.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_however_many_men_would_understand|마지막으로, 가신은 그의 충성에 대한 철회는 항상 주의깊게 생각해야 하오, 비록 충분한 이유가 있다고 할지라도, 주군을 쉽게 바꾸는 사람이라는 이름을 갇는건 좋지 않소. 이번경우는, 그러나, 많은 사람들이 이해할것이오.
str_i_will_not_have_it_be_said_about_me_that_i_am_a_traitor_that_is_my_final_decision_i_have_nothing_more_to_say_on_this_matter|나는 내가 배신자라고 나에 대해 말해지는 것은 하지 않을 것이오. 그것이 나의 마지막 결정이오. 이 문제에 대해 나는 더이상 할 말이 없소.
str_i_am_pledged_to_defend_s14_i_am_sorry_though_we_may_meet_on_the_battlefield_i_hope_that_we_will_still_be_friends|나는 {s14}을 지키기로 맹세 했오. 미안하오. 우리가 비록 전장에서 만날지 모르지만, 나는 아직 우리들이 친구라고 믿소.
str_i_really_cannot_bring_myself_to_renounce_s14_i_am_sorry_please_lets_not_talk_about_this_any_more|나는 현실적으로 내 스스로 {s14}을 버릴수 없오. 미안하오. 제발 더 이상 이것에 대해서는 이야기 하지 맙시다.
str_however_i_have_decided_that_i_must_remain_loyal_to_s14_i_am_sorry|하지만, 나는 아마도 {s14}에 대한 충성이 남아 있다고 결정했오. 미안하오.
str_however_i_will_not_let_you_lead_me_into_treason_do_not_talk_to_me_of_this_again|하지만, 당신이 나를 반역죄로 이끌게 두지는 않을 것오. 이건 다시 나에게 말하지 마시오.
str_its_not_good_to_get_a_reputation_as_one_who_abandons_his_liege_that_is_my_decision_let_us_speak_no_more_of_this_matter|그의 주군을 버린 사람이라는 평판을 얻는것은 좋지 않은 일이오. 그것이 나의 결정이오. 우리 이 문제에 대해서는 더 이상 말하지 맙시다.
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more|나는 {s14}의 곁에 머물기로 결심했오. 나는 더 이상 이문제에 대해서 이야기 하기 싫소.
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in|나에게 결투를 신청하는 것인가? 가소롭군!l! {playername}, 네놈의 머리를 부셔 버리는건 좋은 운동이 될건데, 그걸 바라나!
str_call_me_coward_very_well_you_leave_me_no_choice|나를 비겁하다고 부를껀가? 좋아, 당신이 나를 떠난다면 선택의 여지가 없지.
str_reg3_hours|{reg3} 시간.
str_hour|시간.
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16|그러나, 우리가 그 결정을 한후에 상황이 변했소, 그래서 나는 곧 재고 할 것이오. {s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing|저는 당신의 {s11}, {s10}와 결혼 하고 싶습니다. 당신이 축복해주길 바래요.
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help|저는 당신의 {s11}, {s10}와 결혼 하고 싶습니다.. 당신의 도움이 필요합니다.
str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held|당신은 {s5}에서 {s4}의 주체로 열리는 연회에서 {s3}와(과) 결혼할 계획이다. 당신은 연회가 곧 열릴것이라는 통보를 받았다.
str_your_s11_|당신의 {s11}, 
str_i_ask_again_may|다시 물어보지만
str_may|아마
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course|매우 좋소. 내가 가능한 만큼 관심을 가지리다. 나는 그녀가 가장 좋아할 최고의 사람이 누군지 알것이라 생각하오 - 당연한 일이지만.
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason|매우 좋소, 자네와의 동맹은 가치가 있을 것 같군. 가서 그녀와 담소를 나누시오. 그리고 그녀가 당신을 좋아하게 할 수 있을지를 살펴 보시오. 만약 그녀가 별로 좋아 하지 않고, 우리가 여전히 이 일을 끝내길 원하다면, 그때는 내가 그녀가 왜 그런지 이유의 알아 보겠소.
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date|자네 내 은혜에 걸맞는 보상을 그녀에게 해야 하네 -- 물론 자네가 명예로운 결혼을 할 의사가 있는한 말이지. 일이 어떻게 진행 될지는 전적으로 두 사람 사이에 달려 있네.  우리는 아마 나중에 이일에 대해서 더 의논 할 수 있을거라 생각하네.
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing|전쟁은 이제 막 시작 되었소, 그래서 누가 이기고 누가 질지를 말하기에는 너무 이르오.
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover|우리는 그들을 쉬지 않고 공격했소, 그리고 그들에게 회복할 기회를 주고 있소.
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them|전투는 힘들었소, 그러나 우리는 명백하게 그들 보다 더 잘해가고 있소.
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering|그들은 맹렬히 우리를 공격했소, 덕분에 큰 고통을 받고 있소.
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it|전투은 힘들었소, 그리고 유감 스럽지만 우리는 전투에서 최악이었소.
str_both_sides_have_suffered_in_the_fighting|양측 다 싸움에서 고통을 받았소.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them|아직 표면적으로 나타난 싸움의 명백한 승리자는 없소, 그러나 내 생각에는 우리가 그들 보다 더 유리한것 같소.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us|아직 표면적으로 나타난 싸움의 명백한 승리자는 없소, 그러나 나는 유감스럽게도 그들이 우리보다 더 유리한것 같소.
str_no_clear_winner_has_yet_emerged_in_the_fighting|아직 표면적으로 나타난 싸움의 명백한 승리자는 없소.
str_there_is_no_campaign_currently_in_progress|현재 진행중인 군사작전은 없소.
str_we_are_assembling_the_army|우리는 군대를 조직하고 있소.
str_we_aim_to_take_the_fortress_of_s8|우리는 {s8} 요새 점령을 목표로 하고있소.
str_we_are_on_a_raid_and_are_now_targeting_s8|우리는 기습을 하고 있으며, 지금의 목표는 {s8}(이)오.
str_we_are_trying_to_seek_out_and_defeat_s8|우리는 {s8}을(를) 찾아내 격파 할 것이오.
str_we_are_riding_to_the_defense_of_s8|우리는 {s8}을(를) 방어하고 있소.
str_we_are_gathering_for_a_feast_at_s8|우리는 {s8} 에서 연회를 개최할 것이오.
str__however_that_may_change_shortly_s14| 그러나, 그건 금방 변경 될수 있소. {s14}
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14|결혼을 통해 동맹을 공고히 하는것은 우리들의 관습이지, 그리고 사실, 우리는 나의 {s11}, {s14}의 적당한 신랑감으 찾고 있소.
str_once_again_|한번 더
str_cheat__marriage_proposal|Cheat - marriage proposal
str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast|당신은 {s4}과 결혼할 계획입니다. 당신은 칼라디아에 가족이 없지만, 그는 결혼식 연회를 준비해야 합니다.
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34|{s43} 자네도 알고 있겠지만, 만약 자네가 나를 공격한다면, 당신이 {s34}와 체결한 평화협정을 위반하는 하는 것이오.
str_very_well__you_are_now_my_liege_as_well_as_my_husband|우리는 이 점만은 알아야 합니다: 당신은 지금 나의 가신이며, 또한 서로에 대한 의무를 가지를 나의 남편이라는 것을..
str_i_thank_you_reg39my_ladylord|고맙습니다, {reg39?나의 부인:주군}.
str_now_some_might_say_that_women_have_no_business_leading_mercenary_companies_but_i_suspect_that_you_would_prove_them_wrong_what_do_you_say|지금까지, 여자는 용병이 될 수 없다고 대부분 말했지만, 나는 당신이 그들이 틀렸음을 증명할꺼라 생각하오. 어떻소?
str_what_do_you_say_to_entering_the_service_of_s9_as_a_mercenary_captain_i_have_no_doubt_that_you_would_be_up_to_the_task|용병대장으로 {s9}을(를) 위해 일하는 것은 어떻소? 나는 그 일을 잘해낼 것이라 믿어 의심치 않소.
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24|당신은 {s9}으로 부터 {s24}에 포로로 잡혀있는 {s13}을 구출해 달라는 요청을 받았습니다.
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13|{s9}은(는) {s13}과의 전쟁을 불러 일으킬수 있게 당신이 그들의 마을이나 몇몇 상단을 공격하길 요청하였습니다.
