str_yes|是 
str_standard_extra11|standard extra11{***}
str_standard_extra12|standard extra12{***}
str_standard_extra13|standard extra13{***}
str_standard_extra14|standard extra14{***}
str_standard_extra15|standard extra15{***}
str_standard_extra16|standard extra16{***}
str_standard_extra17|standard extra17{***}
str_standard_extra18|standard extra18{***}
str_standard_extra19|standard extra19{***}
str_standard_extra20|standard extra20{***}
str_standard_extra21|standard extra21{***}
str_standard_extra201|standard extra201{***}
str_standard_extra202|standard extra202{***}
str_standard_extra203|standard extra203{***}
str_standard_extra204|standard extra204{***}
str_standard_extra205|standard extra205{***}
str_standard_extra206|standard extra206{***}
str_standard_extra208|standard extra208{***}
str_standard_extra209|standard extra209{***}
str_standard_extra210|standard extra210{***}
str_standard_extra211|standard extra211{***}
str_standard_anglosaxon01|standard anglosaxon01{***}
str_standard_anglosaxon02|standard anglosaxon02{***}
str_standard_anglosaxon03|standard anglosaxon03{***}
str_standard_anglosaxon04|standard anglosaxon04{***}
str_standard_anglosaxon05|standard anglosaxon05{***}
str_standard_anglosaxon06|standard anglosaxon06{***}
str_standard_anglosaxon07|standard anglosaxon07{***}
str_standard_anglosaxon08|standard anglosaxon08{***}
str_standard_anglosaxon09|standard anglosaxon09{***}
str_standard_anglosaxon10|standard anglosaxon10{***}
str_standard_anglosaxon11|standard anglosaxon11{***}
str_standard_anglosaxon12|standard anglosaxon12{***}
str_standard_anglosaxon13|standard anglosaxon13{***}
str_standard_anglosaxon14|standard anglosaxon14{***}
str_standard_anglosaxon15|standard anglosaxon15{***}
str_standard_anglosaxon16|standard anglosaxon16{***}
str_standard_anglosaxon17|standard anglosaxon17{***}
str_standard_anglosaxon18|standard anglosaxon18{***}
str_standard_anglosaxon19|standard anglosaxon19{***}
str_standard_anglosaxon20|standard anglosaxon20{***}
str_standard_anglosaxon21|standard anglosaxon21{***}
str_standard_anglosaxon201|standard anglosaxon201{***}
str_standard_anglosaxon202|standard anglosaxon202{***}
str_standard_anglosaxon203|standard anglosaxon203{***}
str_standard_anglosaxon204|standard anglosaxon204{***}
str_standard_briton01|standard briton01{***}
str_standard_briton02|standard briton02{***}
str_standard_briton03|standard briton03{***}
str_standard_briton04|standard briton04{***}
str_standard_briton05|standard briton05{***}
str_standard_briton06|standard briton06{***}
str_standard_briton07|standard briton07{***}
str_standard_briton08|standard briton08{***}
str_standard_briton09|standard briton09{***}
str_standard_briton10|standard briton10{***}
str_standard_briton11|standard briton11{***}
str_standard_briton12|standard briton12{***}
str_standard_briton13|standard briton13{***}
str_standard_briton14|standard briton14{***}
str_standard_briton15|standard briton15{***}
str_standard_briton16|standard briton16{***}
str_standard_briton17|standard briton17{***}
str_standard_briton18|standard briton18{***}
str_standard_briton19|standard briton19{***}
str_standard_briton20|standard briton20{***}
str_standard_briton21|standard briton21{***}
str_standard_briton201|standard briton201{***}
str_standard_briton202|standard briton202{***}
str_standard_briton203|standard briton203{***}
str_standard_briton204|standard briton204{***}
str_standard_briton205|standard briton205{***}
str_standard_briton206|standard briton206{***}
str_standard_briton207|standard briton207{***}
str_standard_briton208|standard briton208{***}
str_standard_briton209|standard briton209{***}
str_standard_briton210|standard briton210{***}
str_standard_briton211|standard briton211{***}
str_standard_briton212|standard briton212{***}
str_standard_briton213|standard briton213{***}
str_standard_briton214|standard briton214{***}
str_standard_briton215|standard briton215{***}
str_standard_briton216|standard briton216{***}
str_standard_briton217|standard briton217{***}
str_standard_briton218|standard briton218{***}
str_standard_briton219|standard briton219{***}
str_standard_briton220|standard briton220{***}
str_standard_briton221|standard briton221{***}
str_standard_irish01|standard irish01{***}
str_standard_irish02|standard irish02{***}
str_standard_irish03|standard irish03{***}
str_standard_irish04|standard irish04{***}
str_standard_irish05|standard irish05{***}
str_standard_irish06|standard irish06{***}
str_standard_irish07|standard irish07{***}
str_standard_irish08|standard irish08{***}
str_standard_irish09|standard irish09{***}
str_standard_irish10|standard irish10{***}
str_standard_irish11|standard irish11{***}
str_standard_irish12|standard irish12{***}
str_standard_irish13|standard irish13{***}
str_standard_irish14|standard irish14{***}
str_standard_irish15|standard irish15{***}
str_standard_irish16|standard irish16{***}
str_standard_irish17|standard irish17{***}
str_standard_irish18|standard irish18{***}
str_standard_irish19|standard irish19{***}
str_standard_irish20|standard irish20{***}
str_standard_irish21|standard irish21{***}
str_standard_irish201|standard irish201{***}
str_standard_irish202|standard irish202{***}
str_standard_irish203|standard irish203{***}
str_standard_irish204|standard irish204{***}
str_standard_irish205|standard irish205{***}
str_standard_irish206|standard irish206{***}
str_standard_irish207|standard irish207{***}
str_standard_irish208|standard irish208{***}
str_standard_irish209|standard irish209{***}
str_standard_irish210|standard irish210{***}
str_standard_irish211|standard irish211{***}
str_standard_irish212|standard irish212{***}
str_standard_irish213|standard irish213{***}
str_standard_pict01|standard pict01{***}
str_standard_pict02|standard pict02{***}
str_standard_pict03|standard pict03{***}
str_standard_pict04|standard pict04{***}
str_standard_pict05|standard pict05{***}
str_standard_pict06|standard pict06{***}
str_standard_pict07|standard pict07{***}
str_standard_pict08|standard pict08{***}
str_standard_viking01|standard viking01{***}
str_standard_viking02|standard viking02{***}
str_standard_viking03|standard viking03{***}
str_standard_viking04|standard viking04{***}
str_standard_viking05|standard viking05{***}
str_standard_viking06|standard viking06{***}
str_standard_viking07|standard viking07{***}
str_standard_viking08|standard viking08{***}
str_standard_viking09|standard viking09{***}
str_standard_viking10|standard viking10{***}
str_standard_viking11|standard viking11{***}
str_standard_viking12|standard viking12{***}
str_standard_viking13|standard viking13{***}
str_standard_viking14|standard viking14{***}
str_standard_viking15|standard viking15{***}
str_standard_viking16|standard viking16{***}
str_standard_viking17|standard viking17{***}
str_standard_viking18|standard viking18{***}
str_standard_viking19|standard viking19{***}
str_standard_viking20|standard viking20{***}
str_standard_viking21|standard viking21{***}
str_standard_viking201|standard viking201{***}
str_standard_viking202|standard viking202{***}
str_standard_viking203|standard viking203{***}
str_standard_viking204|standard viking204{***}
str_standard_viking205|standard viking205{***}
str_standard_viking206|standard viking206{***}
str_standard_viking207|standard viking207{***}
str_standard_viking208|standard viking208{***}
str_standard_viking209|standard viking209{***}
str_standard_viking210|standard viking210{***}
str_standard_viking211|standard viking211{***}
str_standard_viking212|standard viking212{***}
str_standard_viking213|standard viking213{***}
str_standard_viking214|standard viking214{***}
str_standard_viking215|standard viking215{***}
str_standard_viking216|standard viking216{***}
str_standard_kingdom_a|standard kingdom a{***}
str_standard_kingdom_b|standard kingdom b{***}
str_standard_kingdom_c|standard kingdom c{***}
str_standard_kingdom_d|standard kingdom d{***}
str_standard_kingdom_e|standard kingdom e{***}
str_standard_kingdom_f|standard kingdom f{***}
str_standard_kingdom_g|standard kingdom g{***}
str_standard_kingdom_h|standard kingdom h{***}
str_standard_kingdom_i|standard kingdom i{***}
str_standard_kingdom_j|standard kingdom j{***}
str_standard_kingdom_k|standard kingdom k{***}
str_standard_kingdom_l|standard kingdom l{***}
str_standard_kingdom_ll|standard kingdom ll{***}
str_standard_kingdom_m|standard kingdom m{***}
str_standard_kingdom_n|standard kingdom n{***}
str_standard_kingdom_o|standard kingdom o{***}
str_standard_kingdom_p|standard kingdom p{***}
str_standard_kingdom_q|standard kingdom q{***}
str_standard_kingdom_r|standard kingdom r{***}
str_standard_kingdom_s|standard kingdom s{***}
str_standard_kingdom_t|standard kingdom t{***}
str_standard_default|standard extra207{***}
str_multi_scene_coast|海 岸 
str_multi_scene_fjord|峡 湾 
str_multi_scene_islands|群 岛 
str_set_goal_custom|自 定 义 
str_set_goal_raider|臭 名 昭 著 的 强 盗 
str_set_goal_warrior|声 名 远 扬 的 勇 士 
str_set_goal_lord|实 力 强 大 的 领 主 
str_set_goal_king|威 震 四 方 的 国 王 
str_set_goal_expand|统 一 稳 定 的 王 国 
str_set_goal_custom_hint|你 已 经 选 择 了 自 己 的 路 途 。 
str_set_goal_raider_hint|洗 劫 城 镇 ， 拦 截 村 民 。 ^没 有 人 在 面 对 你 时 是 安 全 的 。 ^利 用 快 船 旅 行 至 远 方 的 岛 屿 ^寻 找 一 个 安 身 之 地 。 
str_set_goal_warrior_hint|你 希 望 成 为 一 名 伟 大 的 战 士 。 ^在 竞 技 场 里 浴 血 奋 战 ， 保 护 无 力 自 卫 的 村 民 。 ^击 退 强 盗 ， 护 送 商 队 。 ^你 将 在 城 镇 和 村 庄 里 找 到 大 量 工 作 ， ^但 千 万 不 要 忘 记 ， ^你 的 荣 誉 只 能 在 战 场 上 赢 得 。 
str_set_goal_lord_hint|平 凡 的 生 活 并 不 适 合 你 。 ^你 立 志 成 为 贵 族 的 一 员 ， ^率 领 所 向 披 靡 的 雄 师 ， ^坐 拥 丰 饶 的 土 地 ， ^名 动 一 方 。 
str_set_goal_king_hint|你 的 野 心 没 有 界 限 。 ^为 荣 誉 ， 力 量 和 金 子 而 战 。 ^你 将 树 敌 无 数 ， ^身 陷 险 境 ， ^威 胁 来 自 这 片 土 地 的 四 面 八 方 ！ 
str_set_goal_expand_hint|山 上 的 一 座 小 城 堡 无 法 满 足 你 ， ^你 志 在 成 为 至 高 国 王 。 ^磨 砺 你 的 锋 刃 吧 ， 召 唤 你 的 军 队 吧 ， ^因 为 战 争 马 上 就 要 打 响 了 ！ 
str_view_goal_hint_renown|声 望 ： 你 对 声 望 有 着 无 比 的 渴 望 。 ^赢 得 战 斗 和 竞 赛 ， 完 成 任 务 ， ^随 着 你 的 声 望 与 日 俱 增 ， ^你 将 得 到 带 领 更 多 士 兵 的 资 格 ， ^获 取 贵 族 们 的 青 睐 ， ^以 及 可 以 雇 用 更 强 的 雇 佣 兵 ！ ^
str_view_goal_hint_reputation|名 声 ： 成 为 一 名 英 雄 或 一 名 恶 霸 。 ^你 的 一 举 一 动 ， ^将 影 响 人 们 对 你 的 看 法 ， ^还 有 你 与 其 他 阵 营 的 关 系 ， ^甚 至 是 结 成 婚 姻 的 成 功 率 。 ^
str_view_goal_hint_army|部 队 ： 你 需 要 平 衡 你 的 部 队 。 ^更 强 的 士 兵 ， ^意 味 着 更 高 的 粮 饷 。 ^试 试 保 持 一 支 高 级 兵 种 占 25%的 部 队 吧 。 ^
str_view_goal_hint_marry|婚 姻 带 来 的 是 更 多 的 宴 会 ， ^还 有 竞 技 大 赛 ， ^ ， 以 及 一 位 额 外 的 管 理 王 国 的 助 手 。 ^还 会 加 速 你 获 得 统 治 的 权 力 ！ ^
str_view_goal_hint_right_to_rule|统 治 权 对 于 国 王 来 说 至 关 重 要 。 ^这 影 响 到 其 他 阵 营 如 何 看 待 你 ， ^以 及 你 的 外 交 政 策 。 ^
str_view_goal_hint_wealth|财 富 ： 战 争 是 非 常 昂 贵 的 。 工 资 ， 粮 饷 ， ^训 练 ， 新 装 备 ， 医 护 人 员 ， 酒 ...^为 此 准 备 好 吧 ！ ^
str_set_goal_trigger_new_game|一 个 充 满 了 冒 险 的 新 世 纪 在 等 待 你 ！ ^^如 果 这 是 你 第 一 次 玩 ^维 京 征 服 沙 盒 模 式 ， ^那 么 请 查 看 “ 设 置 目 标 ” 的 说 明 ^了 解 更 多 关 于 这 个 游 戏 的 东 西 ， ^看 看 你 下 一 步 要 做 些 什 么 吧 ！ ^^（ 打 开 人 物 栏 ， ^数 据 ， 选 择 一 个 目 标） 
str_set_goal_already_completed|（ 你 已 经 完 成 这 个 目 标 了 ！） 
str_set_goal_you_are_a_noble|（ 你 是 一 名 贵 族 或 雇 佣 兵 ， ^你 不 能 背 弃 自 己 的 誓 言 ！） 
str_set_goal_open_button_label|选 择 一 个 目 标 
str_set_goal_open_button_label2|查 看 你 的 目 标 
str_set_goal_complete_goal|你 达 成 了 目 标 ！ ^^没 有 什 么 事 情 你 办 不 到 ！ ^^^为 你 的 成 就 喝 彩 吧 ， ^然 后 做 好 准 备 迎 接 下 面 的 挑 战 ！ 
str_set_goal_half_way_there|你 还 需 要 完 成 许 多 任 务 来 达 成 目 标 ！ 
str_set_goal_almost_there|你 离 目 标 非 常 接 近 了 ！ 
str_set_goal_custom_reward|自 定 义 目 标 完 成 ： 无 特 殊 奖 励 ！ 
str_set_goal_raider_reward|强 盗 目 标 完 成 ： 雇 佣 兵 加 入 了 你 的 部 队 ！ 
str_set_goal_warrior_reward|勇 士 目 标 完 成 ： 你 的 剑 技 提 高 了 ！ 
str_set_goal_lord_reward|领 主 目 标 完 成 ： 你 为 同 阵 营 中 的 友 好 领 主 留 下 了 深 刻 的 印 象 ， 一 位 {reg0?多 神 教 牧 师 :基 督 教 牧 师 }加 入 了 你 的 队 伍 ， 你 还 赢 得 了 一 头 牛 ， 让 你 的 士 兵 大 快 朵 颐 吧 ！ 
str_set_goal_king_reward|国 王 目 标 完 成 ： 雇 佣 兵 加 入 了 你 的 部 队 ， 而 且 你 赢 得 了 一 本 特 殊 的 书 籍 ！ 
str_set_goal_expand_reward|统 一 王 国 目 标 完 成 ： 你 为 友 好 的 王 国 留 下 了 深 刻 的 印 象 ， 而 且 你 赢 得 了 一 把 稀 有 的 剑 ！ 
str_com_companions|同 伴 ： 
str_com_view_companions|查 看 同 伴 
str_com_s0|{s0}
str_com_debug_1|NPC角 色 图 片 = {s0}, id = 
str_com_debug_2|部 队 : {s1}, id = 
str_com_heroes|英 雄 
str_com_morale_reg0|{s1}^^士 气 ： {reg0}
str_com_relation_reg12|{s1}^^关 系 ： {reg12}
str_com_catholic|{s1}^^宗 教 ： 基 督 教 
str_com_pagan|{s1}^^宗 教 ： 多 神 教 
str_tactical_controls|使 用 小 键 盘 上 的 数 字 键 可 以 选 择 一 支 队 伍 。 按 0则 是 选 取 你 的 所 有 士 兵 。 ^^使 用 F1至 F4来 向 被 选 择 的 队 伍 下 令 。 按 住 F1不 放 来 放 置 被 选 择 的 队 伍 。 同 理 即 可 锁 定 某 支 敌 军 队 伍 。 ^^按 下 回 车 键 将 启 动 过 肩 的 战 略 视 角 。 ^^按 下 退 格 键 将 启 动 战 场 小 地 图 与 战 斗 指 令 。 
str_division_placement|当 某 支 队 伍 被 选 择 时 ， 该 队 伍 的 前 排 中 心 将 移 至 你 的 指 示 点 。 ^^当 多 支 队 伍 被 选 择 时 ， 他 们 将 分 散 开 来 ， 因 为 玩 家 正 处 于 指 示 点 。 ^^你 可 以 通 过 按 下 F2 ， F7来 记 录 某 支 队 伍 的 放 置 点 。 默 认 设 置 是 步 兵 队 伍 在 左 ， 骑 兵 队 伍 在 右 ， 而 远 程 队 伍 则 在 前 。 
str_formations|战 斗 目 录 中 的 复 杂 阵 形 是 ： ^^- 纵 阵 ， 最 强 的 士 兵 在 前 方 。 ^- 盾 墙 ， 持 盾 的 队 伍 在 前 ， 而 武 器 范 围 较 长 的 队 伍 在 后 。 ^- 楔 形 阵 ， 最 强 的 士 兵 在 前 方 。 ^- 方 阵 ， 没 有 特 殊 指 令 。 ^- 无 阵 形 ^^即 使 在 最 极 端 的 情 况 下 ， 玩 家 也 可 以 通 过 重 复 下 令 紧 密 队 形 来 形 成 四 条 阵 线 。 
str_log_created|一 份 记 录 生 成 。 请 查 看 log.txt ！ 
str_debug_log_print2|{s30}^结 束 。 
str_print_player_trade|{reg1} 货 物 为{reg2} 和 {reg3} 其 他 项 目 为 {reg4} 。
str_multi_game_type_desc_10|^村 民 们 试 图 从 强 盗 的 袭 击 下 保 卫 自 己 的 家 园 ！ ^^村 民 们 拥 有 人 数 优 势 ， 但 强 盗 们 的 装 备 精 良 。 ^
str_beginner|初 学 者 
str_normal|普 通 
str_hardcore|专 家 
str_recruitment|募 兵 :
str_levelling|水 平 :
str_budget|预 算 :
str_stamina|耐 力 :
str_gear_affects_skills|装 备 影 响 技 能 :
str_resting_morale|休 息 提 高 士 气 :
str_insane_difficult|疯 狂 难 度 :
str_gore|血 腥 :
str_disable_scenic_menu|关 闭 背 景 视 图 :
str_shield_bash|盾 击 :
str_disable_complex_formations|关 闭 复 杂 阵 形 :
str_have_formations_face_enemy|自 动 转 向 面 对 敌 军 组 阵 :
str_players_enemies_only_attack|玩 家 的 敌 人 只 攻 击 :
str_music_in_battles|战 斗 音 乐 更 换 :
str_damage_to_player|玩 家 受 伤 :
str_damage_to_friends|友 军 伤 害 :
str_combat_ai|战 斗 AI:
str_campaign_ai|战 略 AI:
str_movement_and_combat_speed|战 斗 速 度 :
str_battle_size|战 役 规 模 :
str_difficulty_setting|难 度 设 置 
str_realism_feature|真 实 特 征 
str_special_setting|特 殊 设 置 
str_formation_feature|阵 形 设 置 
str_performance_feature|性 能 设 置 
str_battle_size_text|限 制 一 场 战 役 中 士 兵 的 最 大 数 量 。 如 果 你 的 设 备 在 战 斗 中 表 现 欠 佳 ， 试 试 减 少 战 场 人 数 。 ^还 有 尝 试 设 置 显 示 选 项 ， 你 可 以 通 过 主 目 录 或 游 戏 过 程 中 按 ESC 进 行 设 置 。 
str_this_setting_affects_all|这 项 设 定 将 影 响 到 玩 家 与 所 有 游 戏 角 色 。 
str_game_concepts_tutorial|^^到 了 现 在 ， 你 已 经 对 维 京 征 服 有 了 一 些 经 验 。 如 果 这 是 你 的 第 一 次 游 戏 ， 我 们 建 议 你 先 熟 悉 一 下 游 戏 的 基 本 概 念 。 你 现 在 将 被 引 导 至 说 明 页 面 。 ^^你 在 大 地 图 模 式 下 随 时 能 够 回 到 这 个 页 面 。 只 要 点 击 “ 笔 记 ” 按 钮 中 的 “ 游 戏 概 念 ” 即 可 。 
str_wounds|受 伤 ： 
str_blood_loss|失 血 ： 
str_quantity_bandit_parties|强 盗 团 ： 
str_game_difficulty_warning|游 戏 难 度 警 告 
str_game_difficulty_warning_desc|在 当 前 的 战 略 AI水 平 下 ， 强 盗 团 中 的 {s1}支 将 在 生 成 时 强 于 玩 家 ， 它 们 的 规 模 将 超 过 {reg1}人 。 ^^如 有 必 要 ， 可 以 通 过 ESC菜 单 中 重 置 当 前 AI水 平 。 叛 军 不 会 受 到 影 响 ， 而 海 盗 部 队 总 是 至 少 拥 有 一 条 船（ 30人） 。 
str_player_division|玩 家 队 列 :
str_poll_cooldown|投 票 延 时 ( 秒 )
str_polls_disabled_for_reg1|投 票 被 禁 用 {reg1} 秒 。
str_poll_cooldown_is_now_reg1|现 在 投 票 延 时 是 {reg1} 秒 。
str_poll_change_gametype|{s0}发 起 投 票 更 换 游 戏 模 式 至 {s1} 。 
str_poll_to_change_gametype|投 票 更 换 模 式 至 {s1}: 1 = 接 受 ， 2 = 反 对 
str_make_gametype_voteable|允 许 投 票 更 改 游 戏 模 式 
str_changing_gametype_is_voteable|允 许 投 票 更 改 游 戏 模 式 
str_changing_gametype_is_not_voteable|不 能 投 票 更 改 游 戏 模 式 
str_weapon_break|易 损 的 装 备 ： 
str_no_suit_religion|你 不 可 能 和 我 结 婚 ， 因 为 你 我 甚 至 不 信 仰 同 样 的 神 ！改 变 信 仰 ， 我 们 才 可 以 再 次 讨 论 这 个 话 题 。 
str_modifications| {***}
