str_yes|Evet.
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|Handan ayrılıp sokağa çıkıyorsunuz. Her köşe başında gergin görünümlü adamlar bekliyor. Kıyafetlerinin altında gizledikleri hançer ve sopalar dikkatli bir gözden kaçmıyor. Yanlarından geçerken bakışlarında korku, beklenti ve endişe okunuyor. Aralarından yürürken taşıdığın silahları son bir kez daha yoklayıp az sonra başlayacak harekata kendini hazırlıyorsun.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|Kalan birkaç çapulcu ara sokaklara kaçmayı denedilerse de onlar da teker teker öfkeli ahali tarafından avlandı. Zaferin mutlak olduğundan ve yaralılar ile ilgilenildiğinden emin olduktan sonra sen ve tüccar günün bir değerlendirmesini yapmak üzere evinin yolunu tutuyorsunuz.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|Son darbe seni yere indiriyor. Hareket edemez halde kendinden geçmemek için çabalıyorsun. Az sonra sokakları dolduran dövüş sesleri yerini ahalinin sevinç çığlıklarına bırakıyor ve büyük bir rahatlamayla hala kazanan tarafta olduğunu farkediyorsun. Ardından dost eller seni yerden kaldırıp huzurlu uykunu çekmek üzere yatağına kadar sürüyorlar. Saatler sonra tüccarın evinde kendine geliyorsun.
str_seabattle_tutorial|You are the captain of the ship! You have to give commands:^> 'Yukarı' ve 'Aşağı' yön tuşları kürek hızını değiştirir. ^> 'Sağ' ve 'Sol' tuşlar dümen yönünü değiştirir. ^> 'Enter' tuşu yavaşlamaya ve yelken açmaya yarar. ^> 'Backspace' görme açınızı değiştirir. ^^Tuşa basılı tutmak yerine birkaç kez basarak dilediğiniz emri verebilirsiniz. Sağ üst köşede son vermiş olduğunuz emir gemi bilgilerinizin yanında görünecektir.
str_bodo_animos|Bodo shouts, '{playername}! Dövüş! Hala seninleyim!'
str_journey_to_reyvadin|Doğu Engle topraklarındaki Grantebrycge'e ulaştın. Buraya ulaştığında insanların sana endişe ile bakıp silahlarına uzandıklarını gördün. ^^Burada Annan Eningen yönetiminde Angleler yaşıyor. Bu topraklarda barış bilinmiyor çünkü Mierce Angleleri ülkenin kendilerinin olduğunu söyleyerek heryeri yakıp yıkyor ve insanları öldürüyorlar. Annan Ening iyi bir hristiyan fakat kendinden önce kral olan kardeşlerinin Mierce kralının kılıcıyla öldürüldüklerini gördü ve intikam peşinde.
str_journey_to_praven|Adımların seni soğuk Kuzey topraklarına götürüyor. Alt Clut diye bilinen bu ülke büyük, zorlu ve ormanlarla dolu. Alt Clut, güçlü insanlar olan ve mızrak ve saban kullanmaya alışık Britonların. ^Buraları Bili ap Neithon yönetiyor. Bili yaklaşık 50 yaşında fakat hala çetin ve güçlü biri.
str_journey_to_jelkala|İrlanda'nın yeşil alanı Clochair'e hoşgeldiniz. Genç Airgialla krallığındasınız. Airgialla sadece savaşı bilir çünkü Ulaid Krallığı ile sürekli bir savaş durumundadır. ^^Bu günlerde, orası kibirli ve kavgacı Mael Odhar Caech tarafından yönetiliyor. Ünü düşmanları uzak tutuyor fakat ya o ölürse ne olacak?
str_journey_to_sargoth|Centware'da Eadbald Aethelberthing yönetimindeki Cantwaraburh'a geldiniz. Ataları Brytenwaldas'tı fakat şimdilerde, bu hakkı kuzeyli bir şef olan Bernaccialı Oswald aldı. Eadbald, Britanya'nın en güçlü lordları ve hatta Franklerle iyi ilişkiler içinde. Ülkesi düzenli savaşlardan uzak, barış ve zenginlik dolu. Toprak almak ve evlenip çocuklarının büyüdüğünü görmek için uygun bir yer... şimdilik.
str_journey_to_tulga|Gwynedd tepelerinin denizle buluştuğu uçurumların kenarından gemi ile geldiniz. Yakında krallığın başkenti Din Gonwy'i farkedersiniz. Yürürken sokakların sessiz ve karanlık olduğunu görebilirsiniz. Yüce kral ve savaşçı Cadwallon iki yıl önce öldü ve Gwynedd hala ölümünün yasını tutuyor. Cadwaladr adında bir erkek çocuk bıraktı fakat henüz üç yaşında bir çocuk. Britanya'nın en güçlüleri sayılan Gwynedd erkekleri bu yıl savaşa çağırıldı. Ağlayarak kılıçları keskin halde bekliyorlar. ^^Yeni şef Cadfael Cadomedd, Cadwallon'un eşinin ve oğlunun gücünü ellerinden aldı. İhtişamlı günlere geri döndüklerini söylüyor...
str_journey_to_shariz|İrlanda'nın güneyinde Mumain krallığı içindeki Dun Iasgach'dasınız. Engin ormanları ve balıkçılık için uygun ırmakları ile zengin bir yer. Yaşamak için mükemmel bir yer olabilir fakat İrlanda bir savaş yeridir, kabileler nedensiz savaş çıkarabilir, sığırları ve kadınları çalabilir ve genç savaşçıları kardeşkatili mücadelesinde öldürebilir.^^Mumain, güçlü ve Laigin krallığını çökertmek isteyen Failbhe Flann mac Aedh tarafından yönetilir.
str_lost_tavern_duel_ordinary|Sarhoşun son darbesinden sonra tamamen sersemlemiş bir şekilde yere çöküyorsun. Saldırganın öfkesinin dindiğini görebiliyorsun. Sandalyesine yığılıp, söylenmeye başlıyor. Neredeyse pişmanlıkla. Birkaç daimi müşteri onu ayağa kalkmaya ikna edip handan dışarı çıkarıyorlar. Bir diğeri yaralarınla ilgilenmeye başlıyor. Çok geçmeden tekrar ayağa kalkıyorsun. Sendeleyerek ama en azından hayattasın.
str_lost_tavern_duel_assassin|Sarhoşun son darbesinden sonra tamamen sersemlemiş bir şekilde yere çöküyorsun.  Yavaşça ve kontrollü bir şekilde yanında diz çöküyor kıyafetlerinin arasından bir bıçak çekiyor. Ancak senin işini bitiremeden cesaretini tekrar toplayabilmişe benzeyen hancı saldırganın arkasından gelerek kafasına bir darbe indiriyor. Dengesini kaybediyor ancak seni öldürme şansının kaçtığını anlayınca kendini kapıya doğru atıp kaçıyor. O sırada diğer sürekli müşterilerden bir kısmı yaralarını sarıp seni iyileşip dinlenmen için arka odalardan birine atıyor.
str_lost_startup_hideout_attack|Bir süre sonra bilincin yerine geliyor ve seni kaçıranların bir fıçı şarap eşliğinde zaferlerini kutladıklarını ve o esnada çok temel birkaç önlemi --ellerini ve ayaklarını bağlamak gibi-- esgeçtiklerini farkediyorsun. Görünmeden kaçmayı başarıyorsun ve içeriden gelen şamatacı seslere bakılırsa birkaç gönüllü daha toplayıp yeni bir saldırı için bile şansın olabileceğini anlıyorsun.
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|Bağımsız bir krallık yönetmediğiniz için artık hükümdarlığınızı sürdüremezsiniz.o
str_rents_from_s0|{s0}{.den} gelen kiralar:
str_tariffs_from_s0|{s0}{.den} gelen vergiler:
str_general_quarrel| Yıllar boyunca pek çok konuda fikir ayrılığına düştüğümüzden aramızda husumet oluştu.
str_the_steppes|ova
str_the_deserts|dağlar
str_the_tundra|engin orman
str_the_forests|ormanlar
str_the_highlands|tepeler
str_the_coast|kıyılar
str_my_lady_not_sufficient_chemistry|Hanımefendi, anladığım kadarıyla siz başka birisi ile sözlüsünüz.
str_my_lady_engaged_to_another|Hanımefendi, anladığım kadarıyla başka biri ile nişanlısınız.r
str_attempting_to_rejoin_party|Gruba yeniden katılmaya çalışıyor,
str_separated_from_party|gruptan ayrılmış,
str_leading_party|bir grup yönetiyor
str_court_disbanded|Artık bağımsız bir krallığınız olmadığı için, sarayınız dağıtıldı.
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment| Mareşale refakat etmiyorum, çünkü hükümdarımızın yakın zamanda o makama farklı birini atayacağını tahmin ediyorum.
str_persuasion_opportunity|İkna etme şansı.^Kesin başarı için gereken ilişki derecesi: {reg4}^Şu anki ilişki derecesi: {reg5}^Başarı ihtimali: {reg7}^{reg9} ilişki puanı kaybetme ihtimali: {reg8}
str_marshal_warning|{s1}'{.i} takip etmiyorsun. Fakat, bunun herhangi bir yaptırımı olmayacak.
str_follow_army_quest_brief_2|Görev tamamlandı. Başka görevler almak için {s9}'{.nin} ordusunu takip edebilirsin.
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world| Seni gördüğüme çok sevindim. Eminim ki başarılarınla adını dünyaya duyuruyorsundur.
str_minister_advice_select_fief| {s4}'{.i} seçmenizi tavsiye ederim, zaten derebeyleriniz de onu seçebileceğinize dair tahmin yürütüyorlar.
str_minister_advice_select_fief_wait| Bir mareşal atayana kadar beklemenizi tavsiye ederim, bu sayede derebeylerinize kimi destekleyeceklerine karar vermeleri için zaman tanımış oluruz.
str_minister_advice_fief_leading_vassal| Bu arada, {s4} şimdiye dek {reg4} derebeyinizden destek aldı.
str_unassigned_center| (atanmamış)
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war|{s43} Ayrıca, ülkenizin lideri olduğunuz için, bu saldırının savaş ilanı olacağını bilmeniz gerek.
str_missing_after_battle|Savaş sonrası kayıp
str_retrieve_garrison_warning| (Kale başkasına devredildiğinde askerler geri alınamaz)
str_s12s15_declared_war_to_control_calradia|{s12}{s15} bu topraklar üzerindeki kontrolünü genişletmek için {s16}'{.e} herhangi bir mazeret göstermeden saldırabilir.
str_offer_gift_description|Bir hediye takdim ederek mevkimi iyileştirme
str_resolve_dispute_description|Bir anlaşmazlığı çözerek mevkimi iyileştirme
str_feast_wedding_opportunity| Nişanlın ve ailesi teşrif ederlerse, düğünü gerçekleştirmek için iyi bir fırsat olur.
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia|{s21}. {s8} çok küçük bir mazeret gösterek bu toprakların tek hakimi olmak için savaş ilan etti.
str_master_vinter|Şarap imalatçısı
str_s54_has_left_the_realm|{s54} diyarı terk etti.
str_enterprise_s5_at_s0|{s0}{.de}ki {s5}{.den} gelen net kazanç
str_bread_site|Değirmen
str_ale_site|Bira imalathanesi
str_oil_site|Yağhane
str_wine_site|Şarap imalathanesi
str_tool_site|Demirci
str_leather_site|Tabakhane
str_linen_site|Keten dokuma atölyesi
str_wool_cloth_site|Yün dokuma atölyesi
str_velvet_site|Kadife dokuma atölyesi
str_under_sequestration|Haciz altında
str_describe_secondary_input| Bunlara ek olarak, {reg10} değerinde {s11} almanız gerekecek.
str_profit|kar
str_loss|zarar
str_server_name_s0|Sunucu Adı: {s0}
str_map_name_s0|Harita: {s0}
str_game_type_s0|Oyun Türü: {s0}
str_remaining_time_s0reg0_s1reg1|Kalan Süre: {s0}{reg0}:{s1}{reg1}
str_you_are_a_lord_lady_of_s8_s9|{s8}.^{s9} {reg59?Beyi: Hanımı}
str_you_are_king_queen_of_s8_s9|krallık: {s8}.^{s9}
str_you_are_a_lord_lady_of_s18_s19| {s18}.^{s19} {reg59?Beyi: Hanımı}
str_you_are_king_queen_of_s18_s19|krallık: {s18}.^{s19}
str_for_s4| {s4} için
str_cancel_fiancee_quest| Ayrıca, başarılı bir şekilde tamamlamanı istediğim diğer konuyu da değerlendirmelisin. Seni görevlendirmek bana göre değil..
str_a_duel_request_is_sent_to_s0|Düello teklifi {s0}'{.e} gönderildi.
str_s0_offers_a_duel_with_you|{s0} sana düello teklifi gönderdi.
str_your_duel_with_s0_is_cancelled|{s0} ile düellon iptal edildi.
str_a_duel_between_you_and_s0_will_start_in_3_seconds|{s0} ile senin aranda düello 3 saniye içerisinde başlayacak.
str_you_have_lost_a_duel|Düelloyu kaybettin.
str_you_have_won_a_duel|Düelloyu kazandın!
str_server_s0|[!]: {s0}
str_disallow_ranged_weapons|Uzak mesafe silahlarını engelle
str_ranged_weapons_are_disallowed|Uzak mesafe silahları engellendi.
str_ranged_weapons_are_allowed|Uzak mesafe silahlarına izin verildi.
str_duel_starts_in_reg0_seconds|Düello {reg0} saniye sonra başlıyor...
str_circunvalation_none|>> Kuşatma yok. Adamlar ve kaynaklar girip çıkabilir.^^
str_water_poison_im|Adamların onların kaynak kuyularına ve diğer su kaynaklarına ölü sıçanlar atabilir. Bu halkı ve garnizonu hasta eder.
str_cattle_kill_im|Adamların buradaki ve yakın köylerdeki sığırları öldürebilir. Bu onların yiyecek stoklarını ciddi oranda azaltabilir.^^Ayrıca bu, bu yerin lordlarının prestijine ve gelirine de hasar verebilir. 
str_people_morale_im|Adamların dedikodular yayıp, ölüleri gece meydanda bırakabilir, ve savunmacılar arasında anlaşmazlık çıkarabilir. Bu ayrıca bazı adamları bizim tarafımıza geçirebilir.
str_food_burn_im|Adamların onların kilerlerini yakabilir. Bu ya yiyecek stoklarında yıkıma sebep olur.
str_give_order|So Order
str_no_money|Yeterli paran yok!
str_hold|Demir al ve burada bekle!
str_skirmish|Düşmanla çarpış!
str_board|Etrafını sar ve düşman gemisine çık!
str_numberofships|{reg60}
str_retreat_in_face_of_enemy|Düşmanı daha iyi bir konumda yakalamak için serbest bırakıyorsun.^Askerlerin komurdanıyor.^Hatta bazıları senin onları duyamayacağını düşünerek yüksek sesle senin cesaretsiz olduğunu söylüyorlar.
str_retreat_from_fortress|Birliklerine dağılma emri veriyorsun. ^Herkes kale duvarlarından dışarı dağılıyor ve düşman kuşatma merdivenlerini yıkıyor. ^Bu birliklerinin canını sıkıyor; saldırıya hazırlanmak için tüm çabalarından sonra kaleyi düşmanın eline teslim ettikleri için üzgünler.
str_retreat_not_dead|Birliklerine umutsuz olduklarını değerlendirip dağılma emri veriyorsun. ^Tarafın bu savaşı kaybetti; birliklerin sesli bir biçimde senin sinirlerine hakim olamamanı ve liderlik yeteneğini eleştiriyor. Bu da birliklerin arasında disiplini sağlaman gerektiği anlamına geliyor.
str_s7_scouts|Pikt İzcileri
str_s7_foragers|Arama birliği
str_s7_northern_picts|Kuzey Pikt Yağma Birliği
str_raise_relation_with_village_tavern_built|{s1} köylüleri mutlu! Salon sadakatlerini artırdı.
str_the_sun_rises|Güneş doğuyor.
str_the_sun_sets|Güneş batıyor.
str_it_is_noon|Öğlen vakti.
str_it_is_midnight|Gece yarısı.
str_iniau_the_banished|Iniau diye bilinen biri kral Rhoedd'a hakaret etti. Eskiden Rhoedd ailesinin bir üyesi ve yetenekli bir savaşçıydı. Rhoedd senden Iniau'yu bulup katletmeni istiyor. Kanıt olarak da başlığını Rhoedd'e getirmelisin. Iniau, Llan Heledd topraklarındaki sığınağındaydı.
str_busse|Busse
str_skeid|Skeid
str_karvi|Karvi
str_snekkja|Snekkja
str_knorr|Knorr
str_byrding|Byrding
str_ship_wood_1|Meşe
str_ship_wood_2|Çam
str_ship_wood_3|Dişbudak
str_ship_name_1|Tranann
str_ship_name_2|Ormurin Skamma
str_ship_name_3|Ormurin Langi
str_ship_name_4|Visundur
str_ship_name_5|Ognabrandur
str_ship_name_6|Olavssud
str_ship_name_7|Langfredag
str_ship_name_8|Kross-Sud
str_ship_name_9|Mariusud
str_ship_name_10|Kristsud
str_ship_name_11|Barden
str_ship_name_12|Barufakr
str_ship_name_13|Ormen
str_ship_name_14|Bokesuden
str_ship_name_15|Reinen
str_ship_name_16|Unnblakkr
str_ship_name_17|Seglhundr
str_ship_name_18|Bortlvalr
str_ship_name_19|Fjardlinni
str_ship_name_20|Svalbardi
str_ship_name_21|Fiardakolla
str_ship_name_22|Alptr
str_ship_name_23|Saeulfr
str_ship_names_end|ship names end
str_cant_set_sail|Denize açılamazsınız. Gemilerinde {reg3} adamın için yeterli oda yok. 
str_ship_tutorial_0|Bu eğitimde geminizi nasıl kontrol edeceğinizi öğreneceksiniz. Mürettebatınızı nasıl yöneteceğinizi öğrenin, bu sayede hızlı gelişen deniz savaşlarında panik yapmazsınız. ^^(Devam etmek için * K * tuşuna basın.)
str_ship_tutorial_1|Deniz savaşlarında kuşbakışı genellikle işinize yarar. ^^(Kuş bakışı için * BACKSPACE * tuşuna basın.)
str_ship_tutorial_2|Farenizi hareket ettirerek etrafa bakabilir ya da tekrar * BACKSPACE * tuşuna bakarak gemideki bakışınıza geri dönebilirsiniz.^^(Devam etmek için * K * tuşuna basın.)
str_ship_tutorial_3|Geminizi hareket ettirmek isterseniz mürettebata kürek çekme emrini verebilirsiniz. Ne kadar çok mürettabatınız varsa kürek çekerek o kadar hız elde edebilirsiniz.^^İleri kürek çekme, ileri hızlı kürek çekme, yerinde bekleme ya da geri kürek çekme emirlerini verebilirsiniz. Bu emirler arasında geçiş yapmak için * AŞAĞI * ve * YUKARI * yön tuşlarını kullanabilirsiniz. ^^Mevcut emrin ekranın sağ üst köşesinde gemi sembolünün aşağısında ve yukarısında görünecektir. Farklı kürek emirleri vermeyi deneyin!
str_ship_tutorial_4|Geminizi hareket ettirmek isterseniz  mürettebata kürek çekme emrini verebilirsiniz. Ne kadar çok mürettabatınız varsa kürek çekerek o kadar hız elde edebilirsiniz.^^İleri kürek çekme, ileri hızlı kürek çekme, yerinde bekleme ya da geri kürek çekme emirlerini verebilirsiniz. Bu emirler arasında geçiş yapmak için * AŞAĞI * ve * YUKARI * yön tuşlarını kullanabilirsiniz. ^^Mevcut emrin ekranın sağ üst köşesinde gemi sembolünün aşağısında ve yukarısında görünecektir. Farklı kürek emirleri vermeyi deneyin!^^( Devam etmek isterseniz * K * tuşuna basın.)
