qstr_{reg1}.0|{reg1}.0
qstr_You_chose_well_{reg5|İyi seçim yaptınız, {Hanımım/Beyim}. Arkadaşlarım sözlerini nasıl tutacaklarını ve nasıl para kazanacaklarını bilirler.
qstr_Well_done_{reg59?mad|Aferin, {Hanımım/Beyim}. Yolculuğumuzdaki parayı ve şarabı sen al ve korkman gereken hiçbir düşman olmadığını bil. 
qstr_We_are_at_your_servi|Senin alanındayız {Hanımım/Beyim}. Zarar vermemiz gereken kişilerin yerlerini göster ve gerisini bize bırak.
qstr_Oh..._well..._I_do_n|Oh... peki... bilmiyorum ... Sanırım iyiyim. (Sakin)
qstr_Even_bad_dreams_spea|Kötü rüyalar bile bize bir şeyler anlatır. Dinlemek isterim. Belki bir şey öğreniriz. (Hüzünlü)
qstr_Yes_I_had_a_nightmar|Evet bir kabus gördüm fakat şimdi uyanığım. Tek önemli olan şey önümüze bakmak. (Fevri)
qstr_All_is_well._Believe|Her şey yolunda. İnan sadece saöma bir kabustu! (İyimser)
qstr_No_need_to_get_shy!_|Utanmana gerek yok! Yine de ayağa kalkmış olduğunu görmek güzel dostum.
qstr_I_prefer_not_to_drea|Rüya görmemeyi tercih ederim. Çok fazla anı ve aitlik getiriyorlar. Pekala, dostum iyileştiğini görmek güzel. 
qstr_Yes_we_are_finally_n|Evet, sonunda Friese'e yaklaştık. Burada bu kadar gün sonra ayrılacağız. Benim yolum Batı Seaxe'e. Şimdilik yeniden iyileştiğini görmek güzel dostum.
qstr_I_agree_completely._|Tamamen katılıyorum. Neyse ki uyandığımda genellikle rüyalarımı hatırlamam. Şimdilik yeniden iyileştiğini görmek güzel dostum.
qstr___She_has_aged_sever|--Hastalığı başladığından beri birkaç yaş yaşlandı. O kadar narin ki dokunsan sıkırılacak sanırsın. O senin bildiğin kadın değil sadece bulanık bir hatıra ama hala senin annen.--
qstr___She_smiles_and_look|--Gülümsüyor ve sana sevgiyle bakıyor--
qstr___She_looks_past_you|--Seni görmezden geliyor--
qstr___She_opens_her_eyes|--Gözlerini açıp sana bakıyor. Elleri titriyor--
qstr___She_shifts_her_gaz|--Bakışlarını denize çevirip ağlıyor.--
qstr___He_smiles_and_show|--Gülüyor ve sana dümeni gösteriyor.--
qstr___He_stares_at_you_f|--Bir saniyeliğine sana dik dik bakıp sonra kahkayı basıyor.--
qstr___He_nods.__|--Onaylar.--
qstr___You_notice_his_han|--Gerginlikten onun ellerinin titrediğini görüyorsun.--
qstr___Now_he_looks_scare|--Şimdi korkmuş görünüyor.--
qstr___He_scratches_his_b|--Sırtını kaşıyor ve gülümsüyor.--
qstr___He_touches_the_hil|--Kılıcının kabzasına dokunuyor.--
qstr_After_traveling_for_|Birkaç günlük yolculuktan sonra Douar-an-Enez'e geliyorsun ve Asturianlarla tanışıyorsun. Tam onları Ragnar'ın oğullarına katılmaya ikna etmeye çalışırken Bodo senin donanmana saldırı emrediyor. Donanmana geri dönüp savaşmalısın!
qstr_After_traveling_for_s|Günlerce süren yolculuğun ardından Douar-an-Enez'e geliyorsun ve Asturianlarla tanışıyorsun.  Tam haini açığa çıkarırken Danimarkalı Silo görünüyor ve donanmana saldırıyor. Acele etmeli ve adamlarını kurtarmalısın!
qstr__You_are_now_a_chris| Artık bir hristiyansın.
qstr_You_are_now_a_pagan.|Artık bir pagansın. Odin'in ve Nors tanrılarının takipçisi. 
qstr___The_abbot_looks_yo|--Başrahip yukarıdan aşağıya ikna olmamış şekilde bakıyor.--
qstr_Welcome_then._Listen|Hoşgeldin o halde. Beni dinle: desteğine ihtiyacımız var.
qstr_In_nomine_pater_the_|Soylu bir pagan göndererek bizi aşağılıyor. Tamam demek bu şekilde oynamak istiyor... Şimdi dinle.
qstr_Then_welcome_{player|O zaman hoşgeldin {playername}. Neler olup bittiğini açıklayacağım.
qstr___The_abbot_after_ru|--Kitaplarını didik didik aradıktan sonra başrahip sana göstermek üzere bir mektup çıkarıyor.--
qstr___The_document_seems|--Belge iyi bir hattatlıkla yazılmış ve Frethwi adında bir adam manastıra birkaç parsel yer veriyor. Birkaç şahit tarafından da imzalanmış.--^^
qstr___You_look_at_the_te|--Yazıya bakıyorsun. Çok güzel, harfler güzelce sıralanmış fakat resimler olmadan hiç bir şey anlamıyorsun.--^^
qstr_Note_1:_You_chose_to|Not 1: Toprağı {s3} yakınındaki manastıra vermeyi seçtin.
qstr_Note_1:_You_chose_no|Not 1:Toprağı {s3} yakınındaki manastıra vermemeyi seçtin.
qstr___The_abbot_opens_hi|--Başrahip gözlerini kocaman açar.--
qstr_Note:_You_returned__|Not: 'The Cathach of Colum Cille'yi Gleann Da Loch'a geri getirdin.
qstr_Of_course_my_son._We|Kesinlikle evladım. Elimizde şarabımızdan çokça var.
qstr_We_have_some_wine_st|Hala biraz şarabımız var.
qstr___A_huge_creature_is|--Devasa bir yaratık senin ve silahlarının varlığını umursamadan sana bakıyor.--
qstr___You_see_a_short_th|--Önünde garip suratlı kısa zayıf bir adam görüyorsun.--
qstr___The_Swedish_Viking|--İsveçli Viking seni baştan ayağa süzüyor.--
qstr___The_man_flattening|--Adam ayağıyla toprağı düzleştirirken sen yaklaşınca birden sana dönüyor. Önce şaşırmış görünüyor fakat hemen gülümsüyor.--
qstr_I_was_just_passing_t|Sadece geçiyordum. Belki de gitmeliyim. (Sakin).
qstr_I_think_we_are_too_o|Bu tip oyunlar için fazla yaşlı olduğumuzu düşünüyorum. (Hüzünlü).
qstr_That_sounds_intrigui|Bu kulağa biraz çelişkili geliyor, risk olmadan hayat eğlenceli olmaz. (Fevri).
qstr_Well_but_if_I_solve_|Pekala, eğer bulmacanı çözersem ve cevaplarını beğenmezsem, seni öldürürüm (İyimser).
qstr_When_you_open_your_e|Gözlerini yeniden açtığında, tanrı ve tanrıçaların lütfunu aldın. Belki de bunu sadece hayal ettin ama silahlar konusunda daha yetenekli hissediyorsun. 
qstr_When_you_open_your_ey|Gözlerini yeniden açtığında, tanrı ve tanrıçaların lütfunu aldın. Belki de bunu sadece hayal ettin ama kendini daha çekici hissediyorsun.
qstr_When_you_open_your_eye|Gözlerini yeniden açtığında, tanrı ve tanrıçaların lütfunu aldın. Belki de bunu sadece hayal ettin ama daha güçlü hissediyorsun.
qstr_When_you_open_your_eyes|Gözlerini yeniden açtığında, tanrı ve tanrıçaların lütfunu aldın. Belki de bunu sadece hayal ettin ama daha zeki hissediyorsun.
qstr_When_you_open_your_eyes_|Gözlerini yeniden açtığında, tanrı ve tanrıçaların lütfunu aldın. Belki de bunu sadece hayal ettin ama daha çevik hissediyorsun.
qstr_You_open_your_eyes_a|Gözlerini tekrar açtın ama hiçbir şey olmadı. Tanrılar kurbanını kabul etmiyor.
qstr_An_old_Roman_at_{s3}|{s3}'de yaşlı bir Romalı ona sekiz çuval buğday getirmeni istedi.
qstr_I_have_a_good_load_o|İyi bir miktarda madenim var.
qstr_I_have_loads_of_both|Bolca maden ve taşım var. 
qstr_I_have_a_good_load_of|İyi bir miktarda taşım var
qstr_I_have_loads_of_salt|Bugün bolca tuzum var.
qstr_Come_with_me._I_ll_s|Benimle gel. Nelerimiz var göstereyim.
qstr_I_have_some_salt.|Biraz tuzum var.
qstr_I_have_plenty_of_tim|Hazırda bolca kerestem var.
qstr_I_have_some_timber_a|Hazırda biraz kerestem var.
qstr_I_have_nice_cows_hug|Şehirde satılmaya hazır güzel devasa ve şişman ineklerim var. Şuanda satarsam çok sevinirim. 
qstr_I_have_raw_materials|Hammadde ve ürünlerim var. 
qstr_I_have_a_few_food_it|Satılık bir kaç parça yiyeceğim var.
qstr_The_mayor_of_{s13}_h|{s13} başkanı senden etraftaki alanlardaki yağmacılarla ilgilenmeni istiyor.
qstr_{s9}_of_{s3}_asked_y|{s3}{.nin} {s9}{.i} senden {s4}{.deki} salona yedi gün içinde {reg5} tane {s6} getirmeni istiyor.
qstr_Escort_the_merchant_|Tüccar karavanına {s8} şehrine kadar eşlik et.
qstr_Merchant_{s9}_of_{s4|{s4}{.nin} {s9} tüccarı senden şehrin dolaylarındaki sorun çıkaran haydutları avlamanı istiyor.
qstr_The_mayor_of_{s4}_ga|{s4} başkanı sana haydutların kaçırdığı bir kız için {reg12} pening fidyeyi veriyor. Haydutlarla {s3} yakınlarında buluşup fidyeyi ödeyeceksin. Sonra da kızı {s4}'e geri getireceksin.
qstr_The_mayor_of_{s4}_pr|{s4} başkanı eğer {s12} ve {s13}{.nin} {s15} ve {s14} arasındaki yerleşim yerinin huzurunu bozmayacağını kesinleştirirsen sana {reg12} pening için söz verdi. Bunu yapmak için ya onları ikna etmelisin ya da bir barış anlaşması imzalayana kadar esir kalmalarını sağlamalısın.
qstr_The_mayor_of_{s14}_h|{s14} başkanı senden {s14}{.nin} sokaklarında terör estiren bir grup haydutla ilgilenmeni istedi. Sadece geceleri ortaya çıkıyorlar ve yollardaki yalnız yolculara saldırıyorlar.
qstr_The_mayor_of_{s10}_a|{s10} başkanı senden bir sığır sürüsünü {s13}{.e} sürmeni istedi. Bunun karşılığında {reg8} pening kazanacaksınin.
qstr___His_eyes_widen.__|--Gözleri açılır.--
qstr_He_has_killed_many_p|Bir sürü kişiyi öldürdü, ayrıca annemi de öldürdü. Onu bulmam gerek! (Sakin)
qstr_I_know_but_he_must_d|Biliyorum ama ölmesi gerek! O benim ölümlü düşmanım! Sven nerede Thonkrik? (Hüzünlü)
qstr_Sven_had_the_audacit|Sven gemime saldırma cesaretine sahip. Bunun hesabını ağır ödeyecek! Nerede o? (Fevri)
qstr_Sven_is_my_goal_now.|Sven şuan benim hedefim. Yoluma her kim çıkarsa düşmanımdır! Sven nerede? (İyimser)
qstr___He_looks_frightene|--Korkmuş görünüyor.--
qstr_Note_1:_Doccinga_fis|Not 1: Doccinga balıkçıları seni denizden kurtardı. Sven gemine saldırdı. Tek hayatta kalan sensin gibi görünüyor. 
qstr_{s9}_told_me_that_{s|{s9} bana {s1} beyi {s3}{.nin} Boğa Boyunlu Sven'in nerede olduğunu bilebileceğini söyledi.
qstr___He_rubs_his_hands_|--Gergin bir şekilde ellerini ovuşturur.--
qstr___He_points_to_the_s|--Üç yelkeni farkedebildiğin denizi işaret eder. --
qstr___He_seems_nervous_n|--Gergin görünüyor, el kol hareketleri yapmıyor.--
qstr_Thonkrik_from_{s3}_t|{s3}{.den} Thonkrik Boğa Boyunlu Sven'in Friese tahtını ele geçirmek için {s9} ile ittifak kurmuş olabileceğini söyledi. 
qstr_Note_4:_You_chose_to|Not 4: Viking mahkumunu {s3}{.de} öldürmeyi seçtin.
qstr_Note_4:_You_chose_to_|Not 4: {s3}{.deki} Viking esirinin hayatını bağışlamayı seçtin.
qstr_Note_2:_The_Viking_p|Not 2: Doccinga'daki Viking mahkumu Woden Ric gemisi saldırısında başka hayatta kalanların da olduğunu söyledi. Sven'in Danimarka'daki sığınağına götürülmüş gibi görünüyorlar. 
qstr_{s11}_told_me_that_I|{s11} Doccinga yakınında bir sahilde benim için bekleyen bir bot olduğunu söyledi. Tek koşulu kızını da beraberimde götürmem. Friese'den ayrılma zamanı.
qstr_He_is_not_commanding|Şuan kimseyi kumanda etmiyor.
qstr_He_currently_command|Şimdilerde {reg0} men{reg1?, of which around {reg1} are wounded:}{.i} yönetiyor.
qstr_I_am_the_leader_of_t|Bu bölgenin lideri benim. Bana sorman akıllıca olurdu.
qstr_Looking_for_men_who_|Zafer ve ihtişam için canlarını riske atacak adamlar arıyorsun öyle mi?
qstr_Interesting._You_re_|İlginç. Sen birilerini arıyorsun ve tesadüfe bak ki ben buralardaki insanları tanırım.
qstr_You_don_t_trust_me._I|Bana güvenmiyorsun. Anlıyorum. Burada yeni olabilirim fakat iyi bir insanım. (Sakin)
qstr_I_don_t_like_what_yo|Konuşma tarzını sevmiyorum. Ben buraya asker toplamaya geldim ne diye zamanımı harcıyorsun? (Hüzünlü)
qstr_Believe_me_I_have_li|İnan bana sabrım kalmadı. Ya işleri kolay yoldan çözeriz ya da zora sokarsın. (Fevri)
qstr_I_see._Well_you_look|Anlıyorum. Pekala, mantıklı biri gibi görünüyorsun. Bunu tartışalım... (İyimser).
qstr_You_a_good_person?_H|Sen mi iyi bir insansın? Ha! Ünün aksini söylüyor. Hem de çok. 
qstr_I_see_where_you_are_|Nereye gittiğini görüyorum. Pekala, beni öldüreceğini beklerken uykusuz geceler geçireceğime seninle şimdi hesaplaşmayı tercih ederim. Namın tamamen haklı.
qstr_I_understand_for_you|Anlıyorum, ünün senin önünde gidiyor. Düşmanın olmaktansa anlaşmayı tercih ederim.
qstr_There_is_no_negotiat|Bir kedi ile fare arasında anlaşma olmaz.
qstr_I_see_you_look_like_|İyi birine benziyorsun. Haydi konuşalım.
qstr_It_is_you_who_wastes|Zamanımı ve sabrımı harcayan sensin.
qstr_You_ll_get_nothing_w|Tehditlerle bir şey elde edemezsin.
qstr_Very_well._Let_s_sta|Çok iyi. Hemen görüşmelere başlayalım.
qstr_I_don_t_trust_you_st|Sana güvenmiyorum, zamanımı harcamayı bırak.
qstr_I_see_where_you_are_g|Nereye gittiğini görüyorum. Pekala, beni öldüreceğini beklerken uykusuz geceler geçireceğime seninle şimdi hesaplaşmayı tercih ederim.
qstr_Yes_yes_I_got_it._Yo|Evet anladım. Ya senin yolun, ya senin yolun. 
qstr_Negotiation?_Ha!_Fin|Uzlaşma mı? Ha! Beni sayamayacağına göre kendine bir arkadaş bul!
qstr_I_see_you_look_like_s|Anladım, gümüşten dile sahip birine benziyorsun. Pekala, haydi konuşalım. 
qstr_Yes_I_must_admit_you|Evet, haklı olduğunu itiraf etmeliyim.
qstr_Interesting._Seems_I|İlginç. Geri zekalı biri ile konuşmuyorum. 
qstr_From_this_moment_on_|Şuandan itibaren bu köyden adam toplayabilirsin.
qstr_The_elder_of_the_vil|{s3} köyünün yaşlısı, kendileri için {reg5} torba buğday getirmeni istedi. 
qstr_The_elder_of_the_vill|{s13} köyünün yaşlısı, senden yerel haydutlarla savaşmaları için {reg5} köylüyü eğitmeni istiyor.
qstr_I_see_your_problem_b|Sorununu anlıyorum ama o kadınlara adalatsizlik olmaz mı?
qstr_Hmmm_why_can_t_your_|Hmmm, adamlarınız neden köy çevresinden kadınlarla evlenemiyor?
qstr_Your_men_should_real|Adamlarınız 'içgüdülerine' sahip çıkayı öğrenmeliler...
qstr_Your_men_should_take|Adamlarınız sizce de kendi işlerini kendi görmeli, öyle değil mi?
qstr_Interesting_problem_|İlginç sorun, ve dahi ilginç bir çözüm...
qstr_Lonely_men_and_lack_|Yalnız adamlar ve kadın eksikliği mi? Görünüşe göre yalnız değilim...
qstr_Huh_poor_boys_have_t|Hıh, çocuklar gövde gösterip kendilerini ispatlamak zorunda fakat yazık, kimseden ilgi göremiyorlar.
qstr_I_can_sympathize_wit|Adamlarınızı içten şekilde anlayabiliyorum. Teklifiniz ilgi çekici geliyor.
qstr_Your_men_are_patsies|Adamlarınız birer kadın kadar korkak, fakat yüce {playername} zorluklara her an hazırdır!
qstr_Unfair_you_say?_But_|Adaletsizlik mi?? Ama bizim adamlarımız çalışkan ve hiçbiri sarhoş kılıklı kimseler değil. Eğer bu kadınları zavallı köylerinden koparıp alırsanız onlara gerçekten büyük bir iyilik yapmış olacaksınız. İyi, kollayan bir koca, bolca yiyecek ve sıcacık bir yuva... Bir kadın daha başka ne isteyebilir ki?
qstr_My_good_{reg59?lady:|Benim kıymetli {reg59?leydim:lordum}, sizinle tamamen aynı fikirdeyim fakat bildiğiniz üzere bize hasat vakti yardım edecek insana ihtiyacımız var çünkü tarlada çalışıp aynı zamanda sürü ile ilgilenmek çok zor. Adamlarımız evlenmezse nasıl yardım bulacağız? Ayrıca bunun şöyle de bir artısı var ki; erkeklerimiz, vekalarını gözetmeleri gereken çocukları ve eşi olduğu zaman kendi davranışlarına çeki düzen veriyorlar.  
qstr_Well_it_s_a_long_sto|Aslına bakarsan uzun bir hikaye bu, ama anlatayım, geçmişteki sınır aşan davranışları yüzünden ilişkimiz o kadar da iyi değil takdir edersin ki. Eğer o hanımlardan herahngi birine kur yapacak olursa adamlarımız, eminim ki kendileriyle dalga geçirilecek ve küçük düşürülecekler. Adamlarımın aşağılanmasına izin veremem. Hele ki oranın yerlisi kaba ve miskin insanlarca..!
qstr_Ah_my_{reg59?lady:lo|Ah, {reg59?leydim:lordum} inanılmaz bir öneride bulundu! Fakat, bunu yapabilmem imkansız. Yazık, değil mi? Yani, eğer ki adamlarımız o kadınları kaçıracak olursa sizin zavallı naçiz hizmetkarınız en iyi ihtimalle kafasını kaybedecek ve bu eminim ki ne benim ne de kellemin arzulayacağı bir durum.
qstr_My_{reg59?lady:lord}_|{reg59?Leydim:Lordum} bir şekilde bu duruma karşı çekingen görünüyor. Sizi temin ederim ki sunduğum çözüm sıradan halk yani bizim aramızda gayet benimsenmiş durumda. Sizin gibi yüce, haşmetli bir {reg59?hanım:bey} bizim gibi küçük insanların günlük telaşeleri üzerine bu denli düşünüp kafa yormamalı. En ufak yardımınız bile ziyadesiyle müteşekkir kalmamıza vesile olacaktır.
qstr_Yes_my_lord_a_warrio|Evet, efendim, sizin gibi bir savaşçı muhtemelen dostlarıyla dostlarıyla yeterli gördüğünden daha çok zaman geçirmek durumunda kalıyordur. Fakat eğer bize bu hassas konuda yardım edebilirseniz size söz veriyorum ki günü geldiğinde, bütün o kafa patlatacak şeylerden sıyrılıp emekli olmaya karar verdiğinizde, buraya gönlünüzce uğrayabileceksiniz ve biz ise size her seferinde yaşlı ve ağrılı kemiklerinizi ısıtacak hoş bir kadın sunarak eski günlerimizi yad edip bize yaptığınız bu iyiliğin mahcubiyeti altından bir miktar kalkmaya çalışacağız. 
qstr_You_re_absolutely_ri|Kesinlikle haklısınız leydim. Erkeklerin, kendilerini Tanrı'nın rızasını kazanmak için yapılacak işlere şevkedecek kadınlara ihtiyacı vardır. Ve bu tam olarak benim elde etmeye çalıştığım şey, adamlarımın Tanrı'nın yolundan gittiğine emin olmak. Umarım bu zavallı ruhları Tanrı'nın istekleri doğrultusunda yaşamaya, doğru ve ilahi korumanın üzerlerinde olduğu yola sokarsınız.
qstr_Yes_{reg59?my_lady:m|Evet, {reg59?leydim:lordum}, bu kesinlikle hayat boyu karşılaşılamayacak bir macera olacaktır sizin için. Kim bilir, belki de gayet verimli bir iş sahibi olarak, düşündüğünüzden çok daha fazla hoşnut olarak döneceksinizdir?
qstr_Glad_to_hear_that_oh|Bunu duyduğuma sevindim yiğidim! Belki de bu durumu daha detaylı şekilde konuşmalıyız?
qstr_My_dear_{reg59?lady:|Kıymetli {reg59?leydim:lordum}, size seve seve {reg25} pening öderim.
qstr_My_dear_{reg59?lady:l|Kıymetli{reg59?leydim:lordum}, ben yalnızca zavallı bir köylüyüm. Size verebileceğim {reg25} peningten başka hiçbir varlığım yok.
qstr_My_dear_{reg59?lady:lo|Kıymetli{reg59?leydim:lordum}, gayet ikna edici konuşuyorsunuz. Size seve seve {reg25} pening öderim.
qstr_My_dear_{reg59?lady:lor|Kıymetli {reg59?leydim:lordum}, ikna kabiliyetiniz ve karizmanız dayanılmaz, size {reg25} pening ödemekten memnuniyet duyarım.
qstr_The_elder_of_the_villa|{s3} köyünün yaşlısı senden onlara {reg5} baş sığır getirmeni istiyor.
qstr_The_elder_of_the_villag|{s3} köyü yaşlısı senden kendilerine {reg5} baş sığır getirmeni istedi.
qstr___She_looks_puzzled_|--Kafası karışmış ve şaşırmış görünüyor.--
qstr___She_smiles_happy_f|--Gülümsüyor, bağışın için sevinmiş.--
qstr_{s16}_and_{s15}|{s16} ve {s15}
qstr_I_can_smell_a_fat_pu|Dolgun bir cüzdanın kokusunu kilometrelerce uzaktan alabilirim. Bana öyle geliyor ki biraz hafifletirsek senin için daha iyi olur, ha? 
qstr_Why_it_be_another_tr|Neden, yolları kesişmiş başka bir gezgin olabilirdi. Seni uyarmalıyım, burada kasaba senin gibi iyi bir {kadın/erkek} için tehlikeli. Fakat küçük bir bağışla ben ve adamlarım varacağın yere sağsalim varmanı sağlayabilir, ne dersin?
qstr_Well_well_look_at_th|Tamam şuna bir bak! Ya biraz gümüş sökülürsün ya da ben ve adamlarım seni indirmek zorunda kalırız.
