str_yes|Sí.
str_you_intend_to_bring_gift_for_s14|Deseas traer joyas y pieles a {s12}. Por tanto, habla con {s14}, para ver si {s12} fue capaz de lograr una reconciliación.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|Reuniremos al ejército, mas no marcharemos hasta no tener un objetivo.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|Estamos concentrando nuestras fuerzas en su fortaleza más vulnerable.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|Deseamos asestarles un duro golpe que les hará mucho daño.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|Nuestro objetivo es tomar una fortaleza que nos sea fácil de defender.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle|Asolaremos sus tierras más prósperas para forzarles a presentar batalla.
str_strategy_criticism_rash|Creo que esta estrategia es temeraria, y hace peligrar a nuestras fuerzas de forma innecesaria.
str_strategy_criticism_cautious|Creo que esta estrategia es demasiado cautelosa, y nuestro ejército permanecerá ocioso sin alcanzar ningún éxito.
str_tavernkeeper_invalid_quest| tenía algún negocio en marcha, pero tengo problemas para recordar los detalles.
str_faction_title_male_player|Konungr {s0}
str_faction_title_male_1|Jarl {s0}
str_faction_title_male_2|Hersir {s0}
str_faction_title_male_3|Cyning {s0}
str_faction_title_male_4|Ealdorman {s0}
str_faction_title_male_5|Dryhten {s0}
str_faction_title_male_6|Ri {s0}
str_faction_title_female_player|Guledic {s0}
str_faction_title_female_1|Tiern {s0}
str_faction_title_female_2|Ruire {s0}
str_faction_title_female_3|Tiarna {s0}
str_faction_title_female_4|Mael {s0}
str_faction_title_female_5|Dux {s0}
str_faction_title_female_6|Señor de la guerra {s0}
str_name_kingdom_text|¿Cuál será el nombre de tu reino?
str_default_kingdom_name|Reino de {s0}
str_lord_defects_ordinary|Deserción señorial^^{s1} ha renunciado a su alianza con el {s3}, y se ha unido al {s2}
str_lord_defects_player|Deserción señorial^{s1} ha renunciado a su alianza con el {s3}. Se ha unido a tu reino, de forma provisional. Puedes ir a tu corte para recibir su juramento, si lo deseas.
str_lord_defects_player_faction|Deserción señorial^^{s1} ha renunciado a su alianza con el {s3}. Se ha unido a tu reino, de forma provisional. Puedes ir a tu corte para recibir su juramento, si lo deseas.
str_lord_indicted_player_faction|Por orden de {s6}, {s4} del {s5} ha sido acusado de traición. {reg4?La señora ha sido despojada:el señor ha sido despojado} de todas sus propiedades, y ha huído para salvar la vida. Ahora desea unirse a tu reino. Podrás encontrarte con {reg4?ella:él} en tu corte, si lo deseas.
str_lord_indicted_dialog_approach|Saludos, {reg59?señora:señor}. Habrás oído hablar del despreciable modo en que me ha tratado {s10}. Tienes la reputación de dispensar un buen trato a tus vasallos y, si estás interesado, sería un honor para mí jurarte lealtad.
str_lord_indicted_dialog_approach_yes|Y para mí es un honor aceptar tu juramento.
str_lord_indicted_dialog_approach_no|Lo siento. Tus servicios no son aceptados.
str_lord_indicted_dialog_rejected|¿De verdad? Bien, tal vez tu reputación sea falsa. Que tengas un buen día, {reg59?señora:señor}. Veré si otro señor en estas tierras es capaz de apreciar mis talentos.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home| ha estado preocupado por los bandidos que se ocultan en un refugio por la zona.
str_bandit_lair_quest_description|Buscar y destruir el {s9}, e informar a {s11}.
str_reveal_ass|Alguien trató de asesinarte. Puedes tratar de averiguar quién te quería muerto reuniéndote con el contacto de los asesinos en {s3}.
str_reveal_ass2|El contacto ha revelado que el señor que ordenó el asesinato es {s9}. Es hora de enfrentarte al señor directamente.
str_bandit_hideout_preattack|Te aproximas a la guarida. El {s4} no parece haberte visto, y podrías ocultarte para no ser visto. El carácter inaccesible del lugar --{s5}-- hace que sólo un puñado de tropas de tu hueste pueda participar en el ataque, y sin contar con sus monturas. Si el asalto inicial falla, los {s4} podrán escapar y dispersarse con facilidad. ¿Deseas atacar la guarida, o bien esperar otra ocasión?
str_bandit_hideout_failure|Los {s4} retroceden ante tu ataque. Reagrupas tus fuerzas, y avanzas de nuevo sólo para descubrir que se han dispersado por los alrededores, donde sin duda seguirán asaltando a los viajeros.
str_bandit_hideout_success|Con la vía de retirada cortada, los {s4} caen uno tras otro ante tu ataque. Su guarida, así como sus ganancias deshonestas, son ahora tuyas.
str_bandit_approach_defile|por un estrecho desfiladero
str_bandit_approach_swamp|a través de un pantano
str_bandit_approach_thickets|a través de una sucesión de densos matorrales
str_bandit_approach_cliffs|por un sendero a lo largo de un acantilado
str_bandit_approach_cove|bajando por un arroyo a los pies de los acantilados
str_political_explanation_lord_lacks_center|En este caso, el feudo debería corresponder a un señor sin tierras ni rentas.
str_political_explanation_lord_took_center|En este caso, la fortaleza debe pasar a manos de quien la tomó.
str_political_explanation_most_deserving_friend|En este caso, busqué entre amigos y compañeros, y decidí otorgarle el feudo a quienes más lo merecían.
str_political_explanation_most_deserving_in_faction|En este caso, busqué entre todos los señores del reino, y decidí otorgarle el feudo a quienes más lo merecían.
str_political_explanation_self|A falta de cualquier otro candidato válido, me nomino a mí mismo.
str_political_explanation_marshal|Elegí al más valiente de nuestros nobles, en quien confío, y cuyo nombre está limpio de cualquier duda.
str_prisoner_at_large|grande, después de que los captores fueron derrotados en la batalla. Espero que tu amigo aparecerá de nuevo en breve.
str_quick_battle_scene_1|Granja
str_quick_battle_scene_2|Pueblo galés
str_quick_battle_scene_3|Desfiladero de Tulbuk 
str_quick_battle_scene_4|Tom Tun Burh
str_quick_battle_scene_5|Skagerrak
str_quick_battle_scene_6|El Mar del Norte
str_quick_battle_scene_7|Puerto de Kennemer
str_quick_battle_scene_8|Escena de batalla 9
str_quick_battle_scene_9|Escena de batalla 7
str_quick_battle_scene_10|Escena de batalla 8
str_quick_battle_scene_11|Escena de batalla 9
str_quick_battle_troop_1|Bodo, al servicio de los reyes de Asturias, se halla en una misión secreta en las tierras del norte.
str_quick_battle_troop_2|Sven, hersir al servicio de Sigurd Serpiente en el Ojo, tiene un sitio de honor en la nave de su amo. Se ha ganado una merecida reputación por su crueldad y falta de escrúpulos, esclavizando y exigiendo dinero a cambio de su protección desde Friese hasta Alban.
str_quick_battle_troop_3|Cerball mac Dúnlainge, soberano de uno de los reinos más grandes de Irlanda, ha obtenido su independencia de Munster, gracias a emplear con astucia las armas y la diplomacia con las diversas facciones vikingas y gaélicas. Ahora que posee riquezas y mercenarios procedentes del asentamiento vikingo en Waterford, ¿podrá convertirse en señor de Irlanda?
str_quick_battle_troop_4|Artorius, un campeón de Rhodri Mawr, ayuda a su amo a intentar una vez más unificar a las facciones britonas de Gales. Más que un proyecto de expansión, busca la supervivencia contra sus viejos enemigos, los anglos y los sajones; una amenaza a la que ahora se suma la de los vikingos.
str_quick_battle_troop_5|Cinead posee el nombre del cacique que unificó Alban, después de que las antiguas dinastías rivales de pictos y de Dal Riata fueran destruidas por los vikingos en una batalla a tres bandas en el año 839. Él es uno de los pocos que ha mantenido viva la antigua tradición ecuestre de aquellas tierras, que desaparece a medida que los vikingos desplazan a su pueblo de las tierras bajas del suroeste.
str_quick_battle_troop_6|Oswald es un thegn de la leva sajona, al mando de un gran grupo de ceorls que arrendan sus tierras. Mientras los reyes se llevan la gloria, son los oficiales como él quienes realmente protegen West Seaxe.
str_quick_battle_troop_7|Hildr viene de una larga tradición entre los pueblos germánicos de mujeres guerreras, llamadas skjaldmo por los daneses. Sus camaradas lo aceptan de mala gana, mientras murmuran sobre sus poderes con las runas de los magos de la lejana Finlandia.
str_quick_battle_troop_cam|Ver a la IA jugar la batalla. La cámara utiliza los controles estándar de movimiento y rotación, además de F para arriba y para abajo V, +/- para el zoom, Q para rotar u oscilar la vista del terreno, el teclado numérico para cambiar la velocidad del juego, la rueda del ratón para la velocidad de la cámara, la tecla de flecha para la rotación, Y para invertir el eje “y”, y R para “rotar antes de paneo”.
str_strategy_cam|Esta cámara sigue al jugador. Se puede aumentar la distancia con la tecla F y reducirla mediante la tecla V. +/- para el zoom, teclado numérico para la velocidad del juego, y la rueda del ratón para la velocidad de la cámara.
str_tutorial_training_ground_intro_message|Deambula por el campo de entrenamiento y dirígete los combatientes para practicar diversos aspectos del combate. Puedes utilizar las teclas ASDW para moverte. Si deseas hablar con un personaje, acercarte a él hasta que aparezca su nombre en la pantalla y pulsa la tecla F. También puedes utilizar la tecla F para recoger objetos, abrir puertas e interactuar con los artefactos. Pulsa la tecla Tab para salir del tutorial cualquier momento.
str_tutorial_doccinga_ground_intro_message|Doccinga es un pequeño pueblo de pescadores en la costa de Friese. Los lugareños son gente muy trabajadora y todavía próspera, aunque los extranjeros ya no vienen tanto como antes de la muerte del viejo hechicero. Al entrar en el pueblo, ves una gran actividad a tu alrededor. Además de los ocupados habitantes, algunos guerreros deambulan entre la gente para ejercitarse en las artes de la guerra, o tal vez se preparan para alguna aventura al otro lado del mar... ¿Deseas pedir a los guerreros que te permitan practicar con ellos los distintos tipos de lucha? (Recuerda: las teclas ASDW para moverte; para hablar con un personaje, acércate a él hasta que aparezca su nombre en la pantalla y luego pulsa la tecla F; también puedes utilizar la tecla F para recoger objetos, abrir puertas e interactuar con los objetos; pulsa la tecla Tab para salir de Doccinga.)
str_map_basic|Mapa
str_game_type_basic|Tipo de juego
str_battle|Batalla
str_siege_offense|Asedio (Ataque)
str_siege_defense|Asedio (Defensa)
str_character|Personaje
str_biography|Trasfondo
str_player|Jugador
str_enemy|Enemigo
str_faction|Cultura
str_army_composition|Composición del ejército
str_army_size|Tamaño del ejército
str_reg0_men|{reg0} hombres
str_start|Inicio
str_i_need_to_raise_some_men_before_attempting_anything_else|Necesito reclutar más hombres antes de intentar cualquier cosa
str_we_are_currently_at_peace|Ahora mismo estamos en paz.
str_the_marshalship|el dux naval
str_you|tú
str_myself|yo
str_my_friend_s15|mi amigo {s15}
str_custom_battle|Batalla personalizada
str_comment_intro_liege_affiliated_to_player|Me han dicho que cuestionas mi reclamación al trono. No es necesario decir que me desagrada oírlo. Sin embargo, aún así debemos hablar.
str_s21_the_s8_declared_war_out_of_personal_enmity|{s21} El {s8} ha declarado una guerra sin enemistades personales
str_s21_the_s8_declared_war_in_response_to_border_provocations|{s21} El {s8} ha declarado la guerra en respuesta a provocaciones fronterizas
str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21} El {s8} ha declarado la guerra para frenar el poder del otro reino
str_s21_the_s8_declared_war_to_regain_lost_territory|{s21} El {s8} ha declarado la guerra para recuperar el territorio perdido
str_we_are_conducting_recce|Primero exploraremos la zona, y luego decidiremos qué hacer.
str_center_party_not_active|no es nuestro objetivo, porque no tenemos un líder que haya vencido en batalla.
str_center_is_friendly|no es nuestro enemigo.
str_center_is_already_besieged|se encuentra ahora mismo bajo asedio.
str_center_is_looted_or_raided_already|ya ha sido arrasado.
str_center_marshal_does_not_want_to_attack_innocents|está habitada por gente común, que serán los que más sufrirían si la tierra es devastada.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|está bajo asedio, por lo que sería un error marcharse a otro lugar.
str_center_we_are_already_here_we_should_at_least_loot_the_village|está al alcance de la mano, deberíamos tomar sus riquezas y arrasar el resto.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|NOT USED
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|está demasiado lejos, incluso para reconocer el terreno.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|está demasiado lejos, incluso para reconocer el terreno.
str_center_far_away_reason|{s6} está más allá que {s5} del centro de nuestro territorio, por lo que nos será más difícil de proteger cuando lo tomemos.
str_center_closer_but_this_is_not_enought|{s6} está más cerca que {s5} de nuestras fronteras, pero por otros motivos no atacamos a {s6} ahora.
str_center_protected_by_enemy_army_aggressive|está bajo la protección de fuerzas enemigas, que creemos son bastante más fuertes que las nuestras.
str_center_protected_by_enemy_army_cautious|está protegido por un ejército enemigo, al que consideramos demasiado poderoso para hacerle frente con posibilidades de victoria.
str_center_cautious_marshal_believes_center_too_difficult_to_capture|requeriría un sangriento y arriesgado asedio.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|está demasiado bien defendido para ser capturado.
str_center_value_outweighed_by_difficulty_of_capture|no tiene suficiente valor como para justificar el ataque.
str_center_value_justifies_the_difficulty_of_capture|puede ser tomado, y tiene la valía suficiente como para justificar el ataque.
str_center_is_indefensible|está demasiado alejado del resto de nuestras fortalezas para ser defendido.
str_we_are_waiting_for_selection_of_marshal|Esperamos a la elección de un dux
str_best_to_attack_the_enemy_lands|Dado el tamaño de nuestras fuerzas, creemos que el mejor opción es atacar las tierras del enemigo.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|Creemos que la fortaleza vale la pena el esfuerzo de tomarla.
