qstr_Breaking_camp...|Levantando el campamento...
qstr_{s4}_{playername}_my_|{s4}«{playername}, mi ealdorman, Aelfred Aethelwulfing, ha enviado mensajeros para encontrarte, después de que algunos mercaderes trajeran la noticia de que habías dejado Frankia para pasar a Englaland. Él desea que te reunas con él tan pronto como te sea posible. Ha recorrido todo el reino para reunir un ejército, pues los daneses amenazan West Seaxe.^^Marcharon desde East Engle con un gran ejército y establecimos un campamento fortificado en Readingum, desde donde saquearon la zona. Nuestro rey, Aethelred, y Aelfred reunieron el Fyrd en Witan Ceaster y atacaron a los daneses en Readingum, mas fueron rechazados. ¡Ahora están en Aescesdun, donde reúnen un gran ejército para hacer frente de nuevo a los daneses! ¡Dios nos proteja, vamos a marchar contra los daneses con todo el fyrd! ¡Si fracasamos, West Seaxe se perderá para siempre, junto con el resto de Englaland!^^Ealdorman Aelfred me pidió que te mencionara que Sven Cuello de Toro está con Halfdan y lucha en su ejército.»
qstr_You_met_Orm_the_Blac|Te enfrentaste a Orm El Negro en un combate singular y lo mataste.
qstr_Your_party_has_gaine|Tu hueste ha ganado moral.
qstr_You_met_{s1}_in_sing|Te enfrentaste a {s1} en un combate singular y ganaste.
qstr_This_warrior|Este guerrero
qstr_The_enemy_party_has_|La hueste enemiga ha perdido moral.
qstr_You_met_{s1}_in_singl|Te enfrentaste a {s1} en un combate singular y perdiste.
qstr_Your_party_has_lost_|Tu hueste ha perdido moral.
qstr_The_low_morale_of_yo|La baja moral de tu ejército ha llevado a varios hombres a conspirar en tu contra. Uno de ellos cometió la imprudencia de hablar demasiado, mientras podías oirle. Al saberse descubierto, te ha insultado en público para desafiarte a un duelo por el liderazgo... Un duelo a muerte.
qstr_The_problems_of_mora|Los problemas de moral de tu ejército han hecho que uno de tus guerreros se haya propuesto a sí mismo como candidato para reemplazarte. Por ese motivo, te ha retado a un duelo a muerte...
qstr_Morale_is_so_low_a_w|La moral está tan baja que un guerrero te ha insultado cuando pasabas a su lado, acusándote de ser un mal líder. Luego te ha retado a un duelo. El vencedor ocupará tu lugar.
qstr_The_Assembly_has_tak|El Thing ha considerado tu caso. Debes acudir con rapidez a la asamblea de {s3}, antes de que decidan en tu contra.
qstr_Note_Reginhard:_Regin|Nota Reginhard: Reginhard te traicionó en el Thing, y tuviste que matarlo en un holmgang decretado por la asamblea. Al final, expulsaste a Egil de tu hueste, hastiado de su insolencia y falta de respeto.
qstr_Note_Egil:_Reginhard_be|Nota Egil: Reginhard te traicionó en el Thing, pero le perdonaste la vida. Sin embargo, Egil no aceptó tu decisión, y tuviste que matarlo en un holmgang según las leyes de la asamblea.^ También perdonaste a Reginhard su traición y le permitiste quedarse en tu hueste.
qstr_The_holmgang_is_over|El holmgang ha concluido. Es hora de reunirte con Asbjorn en {s3}.
qstr_You_remember_that_yo|Recuerdas que necesitas traer el seax de Ragnar para esta misión.
qstr_Before_you_left_for_|Antes de que te fueras a Frankia, alguien envió un mensajero para informarte de que se reuniría contigo en un lugar llamado La Arboleda del Jabalí, cerca de {s3}. Allí debes encontrar la cabaña del leñador.
qstr_Through_the_trees_yo|Entre los árboles y el denso follaje, apenas se puede distinguir la choza. Los árboles se mecen suavemente por el viento, y algunos pájaros cantan, pero no ves a nadie.
qstr_Through_the_trees_you|Entre los árboles y el denso follaje, apenas puedes distinguir la choza, ahora vacía, donde te encontraste con Beda.
qstr_You_arrive_at_a_deep|Llegas a un profundo bosque.
qstr_Through_the_trees_you_|Entre los árboles y el denso follaje, apenas puedes distinguir la choza, ahora abandonada desde que mataste al viejo héroe que vivía en ella.
qstr_You_stay_hidden_watc|Permaneces oculto, observando el campamento desde lejos mientras te ocultas de las patrullas sajonas.
qstr_You_stay_hidden_watch|Permaneces oculto, observando el campamento desde lejos mientras te ocultas de las patrullas danesas.
qstr_Aelfred_gives_the_or|Aelfred da la orden, y los cuernos llaman a los hombres fuera del campamento. Sigues al hermano del rey de West Seaxe hacia el exterior, donde sus hombres han formado filas, dirigidos por los oficiales. Todos esperan.^^Hay un tenso silencio repleto de nerviosismo. Los guerreros sajones saben que el destino de West Seaxe pende de un hilo. Si son derrotados, nada evitará que los daneses quemen sus casas y esclavicen a sus familias.
qstr_Halfdan_gives_the_or|Halfdan da la orden, y los cuernos llaman a los hombres fuera del campamento. Sigues al hijo de Ragnar hacia el exterior, donde sus hombres han formado filas, dirigidos por los oficiales. Todos esperan.^^Los guerreros daneses parecen animados y algunos incluso bromean sobre la reciente victoria sobre sus enemigos. Pero todas las voces callan cuando Halfdan se presenta ante ellos.
qstr_West_Seaxe|West Seaxe
qstr_Danish|Danés
qstr_You_notice_that_Aelf|Descubres que Aelfred se te acerca. Fue él quien salvó la jornada al ordenar una carga cuando los daneses trataron de tomar la colina. De no ser por su decisión, lo más probable es que todos estuvierais muertos...
qstr_Halfdan_walks_toward|Halfdan se te acerca. Está cubierto de sangre, y sin embargo sonríe. Sé que, de no ser por ti y tu ejército, habría perdido la batalla.
qstr_Your_followers_decid|Tus seguidores decidieron abandonarte.
qstr_You_chose_to_dispers|Decides dispersar a tus seguidores.
qstr_You_notice_that_a_gr|Descubres a un grupo de hombres aproximándose. Los dirige un hombre de elevada estatura. Debe ser Eadric, el tipo al que mencionó Aelfred.
qstr_You_notice_that_a_gro|Descubres a un grupo de hombres aproximándose. Los dirige un hombre de elevada estatura. Debe ser Arnvid, el tipo al que mencionó Halfdan.
qstr_You_aren_t_ready_to_|No estás listo para enfrentarte Sven. Vuelve cuando tengas más de cien hombres en tu muro de escudos.
qstr_The_abbot_of_Finian_n|El abad de Finian, un lugar próximo a {s3} en Eriu, ha solicitado tu presencia. Al parecer, tiene una misión importante que ofrecerte. Te ha ofrecido 1.000 peniques sólo por acudir.
qstr_The_other_two_champi|Los otros dos campeones han seguido a Morrigan hasta su guarida y te enviaron un mensajero para informarte de dónde estaban. Aguardan tu llegada antes de atacar. Es el momento de asaltar la guarida de Morrigan. 
qstr_Near_the_end_of_the_|Cerca del fin del mundo, allá donde las olas golpean los acantilados y anidan los albatros, hay un pequeño valle, áspero y rocoso, apenas visible desde la lejanía, donde se halla una cueva. No puedes evitarlo; la canción de Morrigan resuena en tu cabeza, y te sientes sus labios se mueven a la misma. Percibes la magia del lugar...^^Lejos de la caverna, casi oculta entre las rocas, es posible distinguir a los dos campeones al mando de un puñado de hombres. Parece que han dejado atrás a la mayor parte de su ejército, para no llamar la atención. Esperan.^^Sin embargo, cuando das un paso hacia ellos, la canción se vuelve más intensa. Y, esta vez, no se hallan en tu mente... bestias de Morrigan te atacan.
qstr_The_battle_was_tough|La batalla fue dura y te empuja hacia las proximidades de la vaguada. Tus hombres se quedan atrás, protegiendo la retaguardia, dado que el número resulta inútil en el angosto valle. Es hora de buscar el apoyo de los otros campeones, y buscar a Morrigan antes de que sus fuerzas se reorganizen.
qstr_The_mystery_of_Morri|El misterio de Morrigan parece haber sido resuelto, la niebla se disipa y el mundo recupera sus formas. Dejáis atrás la cueva y el terror.
qstr_Mael_Bresail_s_farm_|La granja de Mael Bresail es típica irlandesa; una gran vivienda principal con dependencias más pequeñas, rodeadas por una empalizada.
qstr_You_settle_into_the_|Te acomodas en el asiento de honor en el gran salón de la casa. La mejor hidromiel y el costoso vino traído de Frankia están a tu disposición. Toda clase de suculentos manjares perfuman el ambiente con su aroma y deleitan a los paladares más exigentes. Es uno de los mejores symbels en los que has estados. Sus hombres se divierten, cada vez más felices, mientras las horas pasan sin que os deis cuenta.^^De repente, decubres que todas las mujeres han abandonado la estancia. ¿Qué está sucediendo? Un olor a humo inunda tus fosas nasales. Al investigar el origen, ves las llamas en las paredes de la casa. Entonces alguien grita: «¡Fuego!» Resunenan las voces de alarma, pero cuando uno de tus hombres corre hacia la puerta, la encuentra atrancada desde afuera.^^Mael Bresail te ha traicionado y pretende quemarte vivo. Si no te apresuras a encontrar una salida, todos moriréis muy pronto, asfixiados por el humo o abrasados por el fuego.
qstr_You_have_managed_to_|Has logrado escapar de la trampa ardiente ideada por Mael Bresail para asesinarte, pero parece que aún no estás a salvo... 
qstr_Mael_Bresail_had_bet|Mael Bresail te ha traicionado, pero escapaste de las llamas y derrotaste a los hombres que envió para matarte. Ahora, este lugar sólo te trae malos recuerdos. 
qstr_Part_of_your_food_wa|Parte de tus alimentos han sido destruidos.
qstr_Your_men_think_that_you_are_a_s|Tus hombres creen que eres un líder fuerte.
qstr_While_your_messenger|Mientras tus mensajeros intentan negociar con los asaltantes, uno de tus escuadrones aparece por casualidad, y comienza una batalla. Tus hombres logran derrotar a los saqueadores y solucionan el problema, pero a costa de algunas bajas.
qstr_The_enemy_raiders_ac|Los asaltantes aceptan el trato, toman el dinero y prometen no atacar tus suministros durante algunas semanas.
qstr_The_raiders_take_the|Los asaltantes se quedan con el dinero, matan a los mensajeros y siguen dañando tus rutas de suministro.
qstr_You_don_t_have_enough_s|No tienes suficiente bastante plata. Puedes ordenar que el agua sea racionada y se excaven pozos.
qstr_the_enemy_thinks_rei|el enemigo cree que los refuerzos llegarán pronto.
qstr_fear_and_discontent_|el miedo y el descontento se están difundiendo dentro.
qstr_he_likes_the_wife_of|le gusta la esposa de su antiguo amo, y luchará a tu lado si se la entregas tras la conquista.
qstr_the_enemy_s_morale_i|la moral del enemigo está baja, y deberíamos atacar.
qstr_wergild_is_paid.|wergild ha sido pagado.
qstr_The_wergild_is_paid_|El wergild ha sido pagado y tu guerrero azotado.
qstr_Your_men_think_you_r|Tus hombres te consideran un desalmado y te temen.
qstr_You_feel_happy.|Te sientes feliz.
qstr_You_feel_good_for_he|Te sientes bien por ayudar.
qstr_New_troops_join_your|Nuevas tropas se unen a tu hueste.
qstr_The_bandits_leave_an|Los bandidos se van, enfadados.
qstr_Your_men_kill_all_th|Tus hombres matan a todos los bandidos.
qstr_At_night_some_of_you|Durante la noche, algunos de tus hombres se reunen con prostitutas.
qstr_Your_enemies_appreci|Tus enemigos aprecian tu misericordia. Tal ves eso te ayude cuando negocies su rendición.
qstr_You_know_that_in_the|Sabe que, durante los próximos días, decenas de niños, mujeres y ancianos morirán de hambre ante tus ojos.
qstr_Your_officer_seems_u|Tu oficial parece molesto.
qstr_Your_men_think_that_you_are_a_v|Tus hombres están convencidos de que eres un líder nato.
qstr_Your_officer_seems_h|Tu oficial parece feliz.
qstr_The_wife_is_pregnant|La esposa está embarazada, y el oficial te solicita una compensación. Para evitar chismes y problemas, decides pagar.
qstr_{s1}_of_the_{s2}.|{s1} del {s2}.
qstr_A_messenger_approach|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. Tu propuesta ha sido aceptada por el {s11}, y {s10} ha sido liberado de su cautiverio.”
qstr_A_messenger_approache|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. Tu propuesta no ha sido aceptada por el {s11}, y {s10} permanecerá en cautiverio. Aquí tienes tu dinero.”
qstr_A_messenger_approaches|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} se reunirá contigo y para seguirte, lo antes posible.”
qstr_A_messenger_approaches_|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} dice que no eres quien para dar órdenes.”
qstr_A_messenger_approaches_g|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} dice que no tienes autoridad para ello.”
qstr_A_messenger_approaches_ga|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} tiene cosas mejores que hacer que obedecer tus órdenes.”
qstr_A_messenger_approaches_gal|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} está ocupado y, ahora mismo, no puede obedecer tus órdenes.”
qstr_A_messenger_approaches_gall|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} acudirá a {s10} lo antes posible.”
qstr_A_messenger_approaches_gallo|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} patrullará alrededor de {s10} tan pronto como le sea posible.”
qstr_A_messenger_approaches_gallop|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} patrullará alrededor de {s10} tan pronto como le sea posible.”
qstr_A_messenger_approaches_gallopi|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} marchará para asediar a {s10} tan pronto como le sea posible.”
qstr_A_messenger_approaches_gallopin|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} dice que no eres quien para dar órdenes.”
qstr_A_messenger_approaches_galloping|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} dice que no tienes autoridad para ello.”
qstr_A_messenger_approaches_galloping.|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} está ocupado y no me ha recibido. Sus hombres me habrían matado si hubiese insistido.”
qstr_A_messenger_approaches_galloping._|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} se ha sorprendido por tu insulto, sobre todo porque no había enemistad entre ambos. Dice que va a ignorarlo por esta vez, pero que no le provoques de nuevo.”
qstr_A_messenger_approaches_galloping._H|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} se ha indignado por tu insulto, y ha caído en la provocación por tu desafío. Ha llamado a sus hombres a las armas, y creo que marchará contra ti.”
qstr_A_messenger_approaches_galloping._He|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} no ha caído en tu provocación. Dice que no le hagas perder más tiempo.”
qstr_A_messenger_approaches_galloping._He_|Un mensajero se aproxima al galope. Se detiene ante ti, inspira hondo y grita:^^“Estoy de vuelta con la respuesta a tu mensaje. {s9} no ha caído en tu provocación, pero ha respondido con insultos difíciles de repetir, aunque todos muy descriptivos. Y añadió que, si tienes algún problema con él, le encantará enseñarte buenos modales.”
