str_no_string|NO STRING!
str__however_that_may_change_shortly_s14| 그러나, 그건 금방 변경 될수 있소. {s14}
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14|결혼을 통해 동맹을 공고히 하는것은 우리들의 관습이지, 그리고 사실, 우리는 나의 {s11}, {s14}의 적당한 신랑감으 찾고 있소.
str_once_again_|한번 더
str_cheat__marriage_proposal|Cheat - marriage proposal
str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast|당신은 {s4}과 결혼할 계획입니다. 당신은 유라시아에 가족이 없지만, 그는 결혼식 연회를 준비해야 합니다.
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34|{s43} Just so you know, if you attack me, you will be in violation of the truce you signed with the {s34}
str_very_well__you_are_now_my_liege_as_well_as_my_husband|We can keep this short: you are now my liege, as well as my husband, with all the mutual obligations which that entails.
str_i_thank_you_reg39my_ladylord|고맙습니다, {reg39?나의 부인:주군}.
str_now_some_might_say_that_women_have_no_business_leading_mercenary_companies_but_i_suspect_that_you_would_prove_them_wrong_what_do_you_say|Now, some might say that women have no business leading mercenary companies, but I suspect that you would prove them wrong. What do you say?
str_what_do_you_say_to_entering_the_service_of_s9_as_a_mercenary_captain_i_have_no_doubt_that_you_would_be_up_to_the_task|What do you say to entering the service of {s9} as a mercenary captain? I have no doubt that you would be up to the task.
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24|당신은 {s9}으로 부터 {s24}에 포로로 잡혀있는 {s13}을 구출해 달라는 요청을 받았습니다.
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13|{s9} asked you to attack a village or some caravans as to provoke a war with {s13}.
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3|{s9} asked you to catch the three groups of runaway serfs and bring them back to {s4}, alive and breathing. He said that all three groups are heading towards {s3}.
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit|You intend to bring goods to {s9} in preparation for the feast, which will be held as soon as conditions permit.
str_hello_playername|안녕하시오, {playername}
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again| How much good it does my heart to see you again! Sometimes, I feel that there is a mystic bond between us that transcends the distance.
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world| 나는 당신이 자유롭게 다니며, 세상을 경험할수 있는 것이 부럽다고 말할수 있어요.
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met| 나는 우리가 마지막 만났을때 부터 당신의 명예스러운 행동을 신뢰하고 있어요.
str_playername__i_am_so_glad_that_you_were_able_to_come| 전 당신이 올수 있어서 정말 기뻐요.
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_|I do enjoy speaking to you. But I am sure you understand that our people cluck their tongues at a woman to spend too long conversing with a man outside her family -- although the heavens know it's never the man who is held to blame. 
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_|As much as I enjoy speaking to you, I do not care to be gossiped about by others who might lack my grace and beauty. 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_|저는 당신과 말하는게 매우 즐거워요. 그러나 이 땅에 있는 명문가 딸의 한명으로서, 저는 예절의 모범을 보여야 되요. 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_|저는 당신과 말하는게 매우 즐거워요. 그러나 명문가의 딸로서, 저는 명성을 지켜야되요. 
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection|Although it is kind of you to pay me such attentions, I suspect that you might find other ladies who may be more inclined to return your affection.
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes|As flattered as I am by your attentions, perhaps you should seek out another lady of somewhat... shall we say... different tastes.
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me|As flattered as I am by your attentions, I am a daughter of good family and must be aware of my reputation. It is not seemly that I converse too much at one time with one man. I am sure you understand. Now, if you will excuse me...
str_very_well__i_will_let_you_choose_the_time|Very well -- I will let you choose the time.
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready|Good! I am glad that you have abandoned the notion of pushing me into marriage before I was ready.
str_i_am|나는
str_s12_s11_to_s14|{s12} {s14}의 {s11}
str_s12_i_am_here_for_the_feast|{s12}. 전 연회를 위해 여기 있어요.
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering|또다른 토너먼트를 헌정한다구요? 오, 언제나 기쁘게 해주는 것 같군요...
str_do_you_why_what_a_most_gallant_thing_to_say|Do you? Why, what a most gallant thing to say.
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered|흠 별로 탐탁치는 않지만, 좋게 받아넘겨드리죠..
str_why_thank_you_you_are_most_kind_to_do_so|우. 정말 감사드려요. 당신은 정말 친절하시군요.
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_|당신은 가장 정중하시군요, 그리고 정중함은 좋은 덕목이에요. 
str_hmm_youre_a_bold_one_but_i_like_that_|Hmm. You're a bold one, but I like that. 
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_|아, 흠, 저도 당신이 싫은건 아니지만 좀 부담되는군요. 그냥 칭찬으로 받아 넘길께요.
str_oh_do_you_mean_that_such_a_kind_thing_to_say|Oh! Do you mean that? Such a kind thing to say!
str_you_are_a_most_gallant_young_man_|당신은 가장 용감한 남자에요. 
str__do_come_and_see_me_again_soon| 다음에 돌아오면 보도록 하죠.
str_you_intend_to_ask_s12_for_permission_to_marry_s15|당신은 {s15}와의 결혼을 {s12}에게 허락 받을 작정이다.
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you|당신은 {s12}을 설득해 {s10}이 당신과 결혼하게 만들 생각이다.
str_do_be_careful_i_am_so_much_endebted_to_you_for_this|조심하세요! 당신에게 많은 것을 걸었다구요...
str_go_then__we_shall_see_which_of_you_triumphs|가요, 그리고 -- 우리는 당신의 승리를 만끽하도록 하죠...
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions|하... 남자들의 경솔한 행동...이해못하겠네요...
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11|You intend to challenge {s13} to force him to relinquish his suit of {s11}.
str_farewell|안녕히 가시오.
str_farewell_playername|잘 가시오, {playername}.
str___we_believe_that_there_is_money_to_be_made_selling_| 우리는 아래 물품들을 그곳에서 팔아 돈을 벌수 있다고 믿고 있습니다 
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole| We carry a selection of goods. Although the difference in prices for each is not so great, we hope to make a profit off of the whole.
str_s14and_other_goods|{s14}그리고 다른 물품들도요.
str__have_you_not_signed_a_truce_with_our_lord| 우리 주군과의 휴전서약에 서명하지 않을 겁니까?
str_parole|가석방
str_normal|법선
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters| Meanwhile, {s51} {reg2?are:is} being held in the castle, but {reg2?have:has} made pledges not to escape, and {reg2?are:is} being held in more comfortable quarters.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|당신은 아마도 왕국의 결속에 손상을 주며, 당신의 권위를 무너뜨리는 {s4}와 {s5}의 논쟁을 알고 있을 겁니다, {경/레이디}. 만약 당신이 영주들을 화해하도록 설득한다면, 그것은 당신의 입지를 신장시킬 것입니다. 그러나, 당신이 한 영주을 선택을 한다면 라이벌의 편을 들었다는 위험에 직면하는 결과를 가질 겁니다.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|당신은 아마도 왕국의 결속에 손상을 주는 {s4}와 {s5}의 논쟁을 알고 있을 겁니다, {나의 주군/나의 레이디}. 만약 당신이 영주들을 화해하도록 설득한다면, 나는 {s7}이(가) 가장 기뻐 할꺼라고 생각됩니다. 그러나, 당신이 한 영주을 선택을 한다면 라이벌의 편을 들었다는 위험에 직면하는 결과를 가질 겁니다.
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms| 물론, 최근 이땅은 평화 롭죠, 그래서 아마 당신은 다른 왕국에서 더 좋은 행운을 가질수 있을 겁니다.
str_here|여기
str_over|멀리
str_s8_in_s12|{s8} {s12}의
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area| 근처 여행자를 공격하는 도둑들에게 현상금을 걸었다.
str__is_looking_for_a_way_to_avoid_an_impending_war| 곧 닥칠 전쟁을 피할 방법을 찾고 있는듯 하다.
str__may_need_help_rescuing_an_imprisoned_family_member| 아마 포로로잡힌 가족을 구하는데 도움을 필요로 한다.
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though|일거리를 원하는 사람을 수소문 하고 있다(저는 당신이 그와 함께하느걸 보고 싶군요...).
str_town|마을.
str_castle|성.
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13| But {reg4?she:he} is being held there as a prisoner in the dungeon of {s13}.
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way|그들이 말하길 {s9} 그녀는 가족에게 친절하고 부드러우며 헌신적인, 가장 전통적인 처녀라고 합니다.
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager|그들의 말하길 {s9} 그녀는 온화한 성격을 가진 누군가와의 로맨스를 꿈꾼다고 합니다. 그녀는 열정에 이끌린 나머지, 그녀의 가족과 마찰을 빚을 가능성이 있어요, 내기를 걸어도 좋습니다.
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition|그들이 말하길 {s9} 그녀는 결혼을 잘해서 세상에 자신의 이름을 남기기로 마음먹었다고 합니다. 아마도 그녀의 야망을 충족 시켜줄 수 있는 남편이 있다면, 그에겐 엄청난 자산이 될 여자에요!
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say|그들이 말하길 {s9} 그녀는 승마와 사냥을 좋아한다고 합니다. 아마 그녀는 남자였으면.. 하고 바랬을 겁니다! 누가 그녀와 결혼하더라도 꽉 잡혀 살게 될거라 말하고 싶군요.
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant|그들이 말하길 {s9} 그녀는 매우 높은 도덕 관념을 가진 숙녀라고 말합니다. 매우 훌륭한 처녀에요. 훌륭하고 말고요. 제가 보증합니다. 하지만 그녀의 마음에 드는 것이 쉽지는 않을거에요.
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9}는 지금 {s11}와 약혼하였습니다. 우리는 곧, 그들이 결혼할것이라 믿습니다!
str_i_have_not_heard_any_news_about_her|저는 그녀에 대한 어떠한 새로운 소식도 못 들었습니다.
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|사람들이 {s9}께서는 {s11}에게 호의적으로 보인다고 말하더군요. 아마도 그녀 가족이 허락만 한다면 그들은 오래 가지 않아 약혼 할 것입니다.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|그들이 말하길 {s9}님은 그녀의 가족들로부터 {s11}님과 약혼하도록 가 받고 있다고 합니다.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|그들이 말하길 {s9}께서 {s11}님의 구애를 받아들이셨답니다. 그리고 둘은 현재 약혼한 상태입니다.
