dlga_event_triggered:upgrade_talk|네? {s65}?
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town_ask_item|실례합니다. 당신이 입고 있는 것이 {s5}인가요?
dlga_town_dweller_quest_meet_spy_in_enemy_town_ask_item:town_dweller_talk|{s6}
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town|{s4}
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_know|{s4}
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_dont_know|에? 그게 무슨 소리죠?
dlga_town_dweller_quest_meet_spy_in_enemy_town_dont_know:close_window|신경쓰지 마시오.
dlga_town_dweller_quest_meet_spy_in_enemy_town_know:town_dweller_quest_meet_spy_in_enemy_town_chat|{s4}가 당신의 보고서를 받기위해 나를 보냈소. 보고서를 가지고 있소?
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat:town_dweller_quest_meet_spy_in_enemy_town_chat_2|당신을 기다렸습니다. 여기있어요, {s4}께 보고서를 손상과 지체없이 가져다드려요.
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat_2:close_window|안녕히가세요.
dlga_town_dweller_talk:town_dweller_begging|한푼만 줍쇼.
dlga_town_dweller_begging:close_window|여기 있다 불쌍한 영혼아.
dlga_town_dweller_begging:close_window.1|여기 있다, 이제 내 앞에서 꺼져!
dlga_town_dweller_begging:close_window.2|꺼져버려!
dlga_town_dweller_talk:town_dweller_ask_info|이 마을에 대해 아는 것이 있소?
dlga_town_dweller_talk:town_dweller_ask_info.1|이 도시에 대해 아는 것이 있소?
dlga_town_dweller_ask_info:close_window|{s10} {s11}
dlga_town_dweller_talk:town_dweller_ask_situation|이곳의 생활은 어떻소?
dlga_town_dweller_ask_situation:town_dweller_poor|재앙이 저희 가족을 덮쳤어요 {나으리/부인}. 전염병이 들판의 작물을 황폐화시켰고, 저희 아이들은 집에 배고프고 아픈 상태로 누워있어요. 이웃들도 저를 도와주기엔 너무 가난해요.
dlga_town_dweller_ask_situation:town_dweller_poor.1|제 삶은 비참해요 {나으리/부인}. 저는 몇달동안 일거리를 찾지 못했고, 저희 아이들은 매일 밤 배를 곪으며 잠을 자요. 이웃들도 저를 도와주기엔 너무 가난해요.
dlga_town_dweller_poor:town_dweller_poor_paid|그렇다면 300 실버를 받으시오. 이것이 당신의 가족을 도왔으면 좋겠군.
dlga_town_dweller_poor:town_dweller_poor_not_paid|그렇다면 더 열심히 일하고 불평없이 부담을 참아내야하네.
dlga_town_dweller_poor_not_paid:close_window|알겠습니다, {나으리/부인}. 당신이 말한대로 해야죠.
dlga_town_dweller_poor_paid:close_window|{나으리/착한 부인이시여}, 당신은 너무 좋고 관대하신 분이예요. 저는 모두에게 당신이 어떻게 절 도왔는지 알리겠어요.
dlga_town_dweller_ask_situation:close_window|당신의 친절에 감사드려요, {나으리/부인}. 당신의 도움으로 저희의 삶은 더 나아질거예요. 당신을 위해 매일 기도드릴게요 {나으리/부인}.
dlga_town_dweller_ask_situation:town_dweller_talk|어려운 시기죠. 우리는 하루종일 열심히 일하지만 거의 매일 배고픈 상태로 잠이들죠.
dlga_town_dweller_ask_situation:town_dweller_talk.1|어려운 시기죠. 하지만 저희는 축복을 받고있음에 틀림없어요.
dlga_town_dweller_ask_situation:town_dweller_talk.2|그리 나쁘지만은 않아요. 저희는 축복을 받고있음에 틀림없어요.
dlga_town_dweller_talk:town_dweller_ask_trade|당신은 무엇을 거래하오?
dlga_town_dweller_ask_trade:town_dweller_talk|{s14}
dlga_town_dweller_talk:town_dweller_ask_rumor|이 주변에 가장 최근의 소문이 뭐요?
dlga_town_dweller_ask_rumor:town_dweller_talk|저는 당신이 무엇에 관심이 있는지 모르겠습니다.
dlga_town_dweller_ask_rumor:town_dweller_talk.1|{s61}
dlga_town_dweller_ask_rumor:town_dweller_talk.2|최근에 흥미로운 건 아무것도 듣지 못했어요.
dlga_town_dweller_talk:close_window|[떠난다]
dlga_start:player_castle_guard_talk|네 {나으리/부인}?
dlga_player_castle_guard_talk:player_castle_guard_talk_2|별 일은 없었나?
dlga_player_castle_guard_talk:picto2_action|신께서 우릴 돌보시길. 당신에게 200실버를 기부하겠소.
dlga_picto2_action:close_window|감사합니다. 함께 기도하지요.
dlga_player_castle_guard_talk:anglo12_action|신께서 우릴 돌보시길. 당신에게 200실버를 기부하겠소.
dlga_anglo12_action:close_window|감사합니다. 신께서 당신과 함께 싸워주실 겁니다.
dlga_player_castle_guard_talk_2:player_castle_guard_talk_3|별일 없습니다 {나으리/부인}. 특별한 사항은 없었습니다.
dlga_player_castle_guard_talk_3:close_window|좋아, 계속해서 열심히 하도록.
dlga_start:close_window.45|근무 중이므로, 이야기할 수 없습니다. {나으리/부인}.
dlga_start:close_window.46|도시안에서 문제를 일으키지 마시오.
dlga_start:hall_guard_talk|제게 분부하실 꺼라도..? {나의 주군/부인 마님}
dlga_start:close_window.47|경비중엔 대화할 수 없습니다, {sir/madam}.
dlga_hall_guard_talk:hall_guard_duty|새로운 소식이 생기면 알려주게.
dlga_hall_guard_duty:close_window|예, {나으리/부인}.분부대로 하겠습니다.
dlga_hall_guard_talk:hall_guard_arrest|난 당장 이 자식을 체포해야 해!
dlga_hall_guard_arrest:hall_guard_arrest_2|누굴 말씀이십니까? {나으리/부인}?
dlga_hall_guard_arrest_2:close_window|아, 아무것도 아냐...
dlga_hall_guard_arrest_2:close_window.1|잊어버리게. 함께 처리해서 다른 길을 찾아 보겠네.
dlga_enemy_defeated:close_window|으윽... 난 이게 싫어...
dlga_party_relieved:close_window|고맙습니다. 나쁜 놈들에 맞서 우리를 도와주셨군요.
dlga_start:battle_reason_stated|네놈의 골통을 들이마셔주마!
dlga_start:fort_captain|제가 뭐 도울일이라도 있습니까? 지휘관님
dlga_fort_captain_pretalk:fort_captain|그밖에 하실 일이라도 있습니까?
dlga_fort_captain:fort_captain_nothing|제가 알아될 일이라도 있습니까?.
dlga_fort_captain:fortparty_action|내 부하들의 가족들을 위해 500실버를 기부하겠네.
dlga_fort_captain:arena_master_spar_teams2|내 부하와 한판 붙어보고 싶군.
dlga_fort_captain:close_window|그게 전부요.
dlga_fort_captain_nothing:fort_captain_pretalk|당장은 없소.
dlga_start:fort_guard_talk|네 {경/부인}?
dlga_fort_guard_talk:fort_guard_talk_2|정찰 상황은 어떤가 병사.
dlga_fort_guard_talk_2:fort_guard_talk_3|모두 조용합니다 {sir/madam}. 보고드릴만한 일은 없군요.
dlga_fort_guard_talk_3:close_window|좋아 계속 주시하라고.
dlga_fortparty_action:fort_captain_pretalk|감사합니다. 덕분에 부대의 사기가 오를겁니다.
dlga_arena_master_spar_teams2:arena_master_spar_teams_choose2|확실히. 근처마을에 오래된 훈련소가 하나 있을겁니다. 물론 당신은 가진 장비를 그대로 사용하면 될것 같습니다. 몇개의 팀을 만들까요?
dlga_arena_master_spar_teams_choose2:arena_master_spar_team_one2|둘.
dlga_arena_master_spar_teams_choose2:arena_master_spar_team_one2.1|셋.
dlga_arena_master_spar_teams_choose2:arena_master_spar_team_one2.2|넷.
dlga_arena_master_spar_teams_choose2:fort_captain_pretalk|아니. 그만두도록 하지.
dlga_arena_master_spar_team_one2:arena_master_spar_team_two2|Team One is full. Team Two is next.
dlga_arena_master_spar_team_one2:arena_master_spar_team_one_choose2|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team One.  Which troop would you like to add?
dlga_arena_master_spar_team_one_choose2:arena_master_spar_team_one_add2|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_one_add2:arena_master_spar_team_one2|{s11} has been added to Team One.
dlga_arena_master_spar_team_one_choose2:arena_master_spar_team_two2|I am finished with Team One.  Let's move on to Team Two.
dlga_arena_master_spar_team_one_choose2:fort_captain_pretalk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_team_two2:arena_master_spar_team_three2|Team Two is full. Team Three is next.
dlga_arena_master_spar_team_two2:arena_master_spar_start_it_up2|Team Two is full. Let the match begin!
dlga_arena_master_spar_team_two2:arena_master_spar_team_two_choose2|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Two.  Which troop would you like to add?
dlga_arena_master_spar_team_two_choose2:arena_master_spar_team_two_add2|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_two_add2:arena_master_spar_team_two2|{s11} has been added to Team Two.
dlga_arena_master_spar_team_two_choose2:arena_master_spar_team_three2|I am finished with Team Two.  Let's move on to Team Three.
dlga_arena_master_spar_team_two_choose2:arena_master_spar_start_it_up2|I am finished with Team Two.  Let's begin the match.
dlga_arena_master_spar_team_two_choose2:fort_captain_pretalk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_team_three2:arena_master_spar_team_four2|Team Three is full. Team Four is next.
dlga_arena_master_spar_team_three2:arena_master_spar_start_it_up2|Team Three is full. Let the match begin!
dlga_arena_master_spar_team_three2:arena_master_spar_team_three_choose2|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Three.  Which troop would you like to add?
dlga_arena_master_spar_team_three_choose2:arena_master_spar_team_three_add2|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_three_add2:arena_master_spar_team_three2|{s11} has been added to Team Three.
dlga_arena_master_spar_team_three_choose2:arena_master_spar_team_four2|I am finished with Team Three.  Let's move on to Team Four.
dlga_arena_master_spar_team_three_choose2:arena_master_spar_start_it_up2|I am finished with Team Three.  Let's begin the match.
dlga_arena_master_spar_team_three_choose2:fort_captain_pretalk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_team_four2:arena_master_spar_start_it_up2|Team Four is full. Let the match begin!
dlga_arena_master_spar_team_four2:arena_master_spar_team_four_choose2|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Four.  Which troop would you like to add?
dlga_arena_master_spar_team_four_choose2:arena_master_spar_team_four_add2|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_four_add2:arena_master_spar_team_four2|{s11} has been added to Team Four.
dlga_arena_master_spar_team_four_choose2:arena_master_spar_start_it_up2|I am finished with Team Four.  Let's begin the match.
dlga_arena_master_spar_team_four_choose2:fort_captain_pretalk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_start_it_up2:close_window|Here you go then. Good luck.
dlga_member_chat:regular_member_talk|하실 말씀이라도...?
dlga_regular_member_talk:view_regular_char_requested|자네 스스로에 대해 내게 말해보게.
dlga_view_regular_char_requested:do_regular_member_view_char|네, 저에 대해서 말씀이시죠?
dlga_do_regular_member_view_char:regular_member_talk|다른 것이라도...?
dlga_regular_member_talk:member_check_leadership|당신에게 당신의 부대를 이끌 권한을 주고 싶소.
dlga_member_check_leadership:close_window|아주 좋습니다. 당신이 {s1} 로 병력을 조금 보내줬으면 좋겠군요. 부대를 적당히 나누는 거죠.
dlga_member_check_leadership:member_chat|경 전 아직 당신이 절더 필요로 할 것 같습니다. 당신이 좀 더 경험을 쌓기 전까지요.
dlga_start:mate_chat_talk|네, {sir/madam}?
dlga_start:close_window.48|{sir/madam}, 죄송하지만 이 부대는 인원수가 너무 적군요. 그래서 결국 부대를 해체하고 저도 떠나기로 했습니다. 감사했습니다. 행운을 빌지요. (병력을 바로 주지 않을 경우 즉시 해체됨)
dlga_mate_chat_talk:mate_give_order_ask|당신에게 줄 임무가 있소.
dlga_mate_give_order_ask:mate_give_order|어떤 일이죠?
dlga_mate_give_order:mate_follow|날 따라오시오.
dlga_mate_follow:close_window|물론이죠.
dlga_mate_give_order:mate_stay|여기서 대기하시오.
dlga_mate_stay:close_window|네. 절 다시 찾으러 오는걸 잊지 마시길.
dlga_mate_give_order:mate_patrol|이 지역을 순찰하시오.
dlga_mate_patrol:close_window|알겠습니다.
dlga_mate_give_order:mate_give_order_details_ask|당신이 가야할 곳이...
dlga_mate_give_order:mate_give_order_details_ask.1|당신이 순찰할 곳이...
dlga_mate_give_order:mate_chat_pre_talk|아니, 잊어버리시오.
dlga_mate_give_order_details_ask:mate_give_order_details|제가 무엇을 하면 될까요?
dlga_mate_give_order_details:mate_give_order_details_done|{s1}
dlga_mate_give_order_details_done:close_window|알겠습니다.
dlga_mate_chat_talk:mate_give_troops2|병력과 죄수를 교환하고 싶군.
dlga_mate_give_troops2:mate_give_troops_end2|넵...
dlga_mate_give_troops2:mate_give_troops_end2.1|죄송하지만, 제가 이 이상 병력을 이끌 수는 없을 것 같군요.
dlga_mate_give_troops_end2:close_window|Well.
dlga_mate_chat_pre_talk:mate_chat_talk|달리 할일이라도?
dlga_mate_chat_talk:mate_chat_rejoin|당신이 내게 다시 합류했으면 좋겠소.
dlga_mate_chat_rejoin:close_window|네 알겠습니다.
dlga_mate_chat_rejoin:mate_chat_talk|합류할 만한 자리가 부족하군요!
dlga_mate_chat_talk:close_window|신경쓰지 마시오. 하던일 계속 하길.
dlga_regular_member_talk:close_window|아무것도, 그냥 계속 가지
dlga_start:party_encounter_hostile_attacker|당신에겐 저항할 선택이 없지. 항복이 아니라면 죽음 뿐이야.
dlga_party_encounter_hostile_attacker:close_window|우린 끝까지 싸울 것이다!
dlga_party_encounter_hostile_attacker:close_window.1|공격하지마! 우린 항복이다.
dlga_start:party_encounter_hostile_defender|뭘 원하는거죠?
dlga_party_encounter_hostile_defender:party_encounter_hostile_ultimatum_surrender|항복 또는 죽음 뿐이다.
dlga_party_encounter_hostile_ultimatum_surrender:close_window|{s43}
dlga_party_encounter_hostile_defender:close_window|아무것도, 우린 당신을 여기 남길거야.
dlga_merchant_end:close_window|Heh! 저는 정말 위험에 처해 있어서 지나가던 낯선 사람한테 희망을 걸어야 합니다. 그러나, 당신에게 말한 것은 나의 신뢰가 잘못된 것이 아니였습니다. 자, 당신이 어떤 지원자를 모아올 수 있는지 가서 보겠습니다.
dlga_start:merchant_quest_4e|{s3}{s2}
dlga_merchant_quest_4e:merchant_finale|{s1}
dlga_merchant_quest_4e:merchant_finale.1|하늘만이 우리에게 승리를 믿고 계셨을 겁니다.
dlga_merchant_quest_4e:merchant_finale.2|살아 만나서 기쁘군요.
dlga_merchant_finale:close_window|그래, 그래... 이제, 나의 몇몇 애들이 경비대장의 목구멍에 칼을 찔러 뒷방에 쳐박아 놨네. 나는 그를 {s5}앞에 끌고 가서 이 평온을 파괴하는 일들에 대해 설명해야 할 꺼야. 그렇지만 너는 끼어들 필요없다. 일이 잘 풀리면 나는 선술집에서 너를 금방 만날 수 있을 테고, 모든게 어떻게 됐는지 알려줄 것이다. 만약 내가 선술집에 없고 도시 정문 위 스파이크에 머리만 꽂혀있거든, 너는 잠시 마을밖에서 지내야 한다는 걸 충분히 알 수 있을테고, 이 모든 사건들을 잊게 되겠지. 어쨌든 -- 다시 만나길 바라네!!
dlga_start:merchant_quest_1_prologue_1|{s1}
dlga_merchant_quest_1_prologue_1:merchant_quest_1_prologue_2|그들이 어째서 당신을 노린건지 모르겠군. 나라면 좀 더 부자를 노릴텐데 말이야. 나는 호메로스. 세상을 떠돌며 영웅들에 대한 이야기를 수집하고 있소. 그리고 그걸 노래로 만들어 세상에 전하고 있지. 일리아드와 오디세이를 아시오? 난 그 후속작을 만들 생각이지.
